row_label_raw,row_label_full,col_0,Quá hạnTriệu đồng,Không chịu lãiTriệu đồng,Đến 1 thángTriệu đồng,Từ 1 - 3 thángTriệu đồng,Từ 3 - 6 thángTriệu đồng,Từ 6 - 12 thángTriệu đồng,Từ 1 - 5 nămTriệu đồng,Trên 5 nămTriệu đồng,Tổng cộngTriệu đồng,numeric__Quá hạnTriệu đồng,numeric__Không chịu lãiTriệu đồng,numeric__Đến 1 thángTriệu đồng,numeric__Từ 1 - 3 thángTriệu đồng,numeric__Từ 3 - 6 thángTriệu đồng,numeric__Từ 6 - 12 thángTriệu đồng,numeric__Từ 1 - 5 nămTriệu đồng,numeric__Trên 5 nămTriệu đồng,numeric__Tổng cộngTriệu đồng
Tài sản,Tài sản,Tài sản,Tài sản,Tài sản,Tài sản,Tài sản,Tài sản,Tài sản,Tài sản,Tài sản,Tài sản,,,,,,,,,
Tiền mặt và vàng,Tài sản > Tiền mặt và vàng,Tiền mặt và vàng,-,1.148.489,-,-,-,-,-,-,1.148.489,,1148489.0,,,,,,,1148489.0
Tiền gửi tại NHNN Việt Nam,Tài sản > Tiền gửi tại NHNN Việt Nam,Tiền gửi tại NHNN Việt Nam,-,13.632.932,-,-,-,-,-,-,13.632.932,,13632932.0,,,,,,,13632932.0
Tiền gửi tại và cho vay các TCTD khác,Tài sản > Tiền gửi tại và cho vay các TCTD khác,Tiền gửi tại và cho vay các TCTD khác,-,289.885,34.219.898,2.300.000,-,-,-,-,36.809.783,,289885.0,34219898.0,2300000.0,,,,,36809783.0
Cho vay khách hàng - gộp,Tài sản > Cho vay khách hàng - gộp,Cho vay khách hàng - gộp,6.378.611,-,19.308.026,32.338.436,32.484.412,53.623.288,23.424.581,180.643,167.737.997,6378611.0,,19308026.0,32338436.0,32484412.0,53623288.0,23424581.0,180643.0,167737997.0
Chứng khoán đầu tư - gộp,Tài sản > Chứng khoán đầu tư - gộp,Chứng khoán đầu tư - gộp,-,142.304,277.657,1.341.719,3.038.676,12.472.571,3.583.724,-,20.856.651,,142304.0,277657.0,1341719.0,3038676.0,12472571.0,3583724.0,,20856651.0
"Góp vốn, đầu tư dài hạn - gộp","Tài sản > Góp vốn, đầu tư dài hạn - gộp","Góp vốn, đầu tư dài hạn - gộp",-,724.011,-,-,-,-,-,-,724.011,,724011.0,,,,,,,724011.0
Tài sản cố định,Tài sản > Tài sản cố định,Tài sản cố định,-,2.185.908,-,-,-,-,-,-,2.185.908,,2185908.0,,,,,,,2185908.0
Tài sản Có khác - gộp,Tài sản > Tài sản Có khác - gộp,Tài sản Có khác - gộp,-,4.697.508,-,-,-,-,-,-,4.697.508,,4697508.0,,,,,,,4697508.0
Tổng tài sản,Tài sản > Tổng tài sản,Tổng tài sản,6.378.611,22.821.037,53.805.581,35.980.155,35.523.088,66.095.859,27.008.305,180.643,247.793.279,6378611.0,22821037.0,53805581.0,35980155.0,35523088.0,66095859.0,27008305.0,180643.0,247793279.0
Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,,,,,,,,,
Các khoản nợ Chính phủ và NHNN Việt Nam,Nợ phải trả > Các khoản nợ Chính phủ và NHNN Việt Nam,Các khoản nợ Chính phủ và NHNN Việt Nam,-,-,2.577.611,-,-,-,-,-,2.577.611,,,2577611.0,,,,,,2577611.0
Tiền gửi và vay các TCTD khác,Nợ phải trả > Tiền gửi và vay các TCTD khác,Tiền gửi và vay các TCTD khác,-,-,36.652.087,2.010.494,279.497,253.080,-,-,39.195.158,,,36652087.0,2010494.0,279497.0,253080.0,,,39195158.0
Tiền gửi của khách hàng,Nợ phải trả > Tiền gửi của khách hàng,Tiền gửi của khách hàng,-,-,44.974.821,38.212.630,42.934.770,30.328.018,2.381.272,-,158.831.511,,,44974821.0,38212630.0,42934770.0,30328018.0,2381272.0,,158831511.0
Các công cụ tài chính phải sinh và nợ phải trả khác,Nợ phải trả > Các công cụ tài chính phải sinh và nợ phải trả khác,Các công cụ tài chính phải sinh và nợ phải trả khác,-,6.768,-,-,-,-,-,-,6.768,,6768.0,,,,,,,6768.0
"Vốn tài trợ, ủy thác đầu tư, cho vay TCTD chịu rủi ro","Nợ phải trả > Vốn tài trợ, ủy thác đầu tư, cho vay TCTD chịu rủi ro","Vốn tài trợ, ủy thác đầu tư, cho vay TCTD chịu rủi ro",-,-,796,506.060,569.318,-,-,-,1.076.174,,,796.0,506060.0,569318.0,,,,1076174.0
Phát hành giấy tờ có giá,Nợ phải trả > Phát hành giấy tờ có giá,Phát hành giấy tờ có giá,-,-,309.690,1.244.280,6.857.400,11.595.570,-,-,20.006.940,,,309690.0,1244280.0,6857400.0,11595570.0,,,20006940.0
Các khoản nợ khác,Nợ phải trả > Các khoản nợ khác,Các khoản nợ khác,-,4.638.765,-,-,-,-,-,-,4.638.765,,4638765.0,,,,,,,4638765.0
Tổng nợ phải trả,Nợ phải trả > Tổng nợ phải trả,Tổng nợ phải trả,-,4.645.533,84.515.005,41.973.464,50.640.985,42.176.668,2.381.272,-,226.332.927,,4645533.0,84515005.0,41973464.0,50640985.0,42176668.0,2381272.0,,226332927.0
Mức chênh nhạy cảm với lãi suất nội bảng,Nợ phải trả > Mức chênh nhạy cảm với lãi suất nội bảng,Mức chênh nhạy cảm với lãi suất nội bảng,6.378.611,18.175.504,(30.709.424),(5.993.309),(15.117.897),23.919.191,24.627.033,180.643,21.460.352,6378611.0,18175504.0,-30709424.0,-5993309.0,-15117897.0,23919191.0,24627033.0,180643.0,21460352.0
