row_label_raw,row_label_full,col_0,Năm nayTriệu đồng,Năm trướcTriệu đồng,numeric__Năm nayTriệu đồng,numeric__Năm trướcTriệu đồng
Thu nhập từ hoạt động khác,Thu nhập từ hoạt động khác,Thu nhập từ hoạt động khác,467.647,499.519,467647.0,499519.0
Thu từ nợ đã xử lý rủi ro,Thu từ nợ đã xử lý rủi ro,Thu từ nợ đã xử lý rủi ro,465.822,496.895,465822.0,496895.0
Thu nhập thuần từ thanh lý tài sản cố định,Thu nhập thuần từ thanh lý tài sản cố định,Thu nhập thuần từ thanh lý tài sản cố định,1.191,1.158,1191.0,1158.0
Thu nhập khác,Thu nhập khác,Thu nhập khác,634,1.466,634.0,1466.0
Chi phí hoạt động khác,Chi phí hoạt động khác,Chi phí hoạt động khác,(41.779),(166.580),-41779.0,-166580.0
Chi phí chấm dứt hợp đồng,Chi phí chấm dứt hợp đồng,Chi phí chấm dứt hợp đồng,-,(89.000),,-89000.0
Chi phí chấm nộp thuế giả trị gia tăng,Chi phí chấm nộp thuế giả trị gia tăng,Chi phí chấm nộp thuế giả trị gia tăng,-,(64.701),,-64701.0
Chi công tác xã hội,Chi công tác xã hội,Chi công tác xã hội,(24.573),(9.068),-24573.0,-9068.0
Chi phí khác,Chi phí khác,Chi phí khác,(17.206),(3.811),-17206.0,-3811.0
,,,425.868,332.939,425868.0,332939.0
