row_label_raw,row_label_full,col_0,Số cuối năm,Số cuối năm_1,Số đầu năm,Số đầu năm_1,numeric__Số cuối năm,numeric__Số cuối năm_1,numeric__Số đầu năm,numeric__Số đầu năm_1
,,,Triệu đồng,%,Triệu đồng,%,,,,
Cho vay các tổ chức kinh tế,Cho vay các tổ chức kinh tế,Cho vay các tổ chức kinh tế,138.327.454,"82,47",113.313.435,"80,12",138327454.0,82.47,113313435.0,80.12
Công ty TNHH khác,Công ty TNHH khác,Công ty TNHH khác,80.371.152,"47,92",61.289.527,"43,33",80371152.0,47.92,61289527.0,43.33
Công ty cổ phần khác,Công ty cổ phần khác,Công ty cổ phần khác,57.818.921,"34,47",51.962.750,"36,74",57818921.0,34.47,51962750.0,36.74
Hợp tác xã và liên hiệp hợp tác xã,Hợp tác xã và liên hiệp hợp tác xã,Hợp tác xã và liên hiệp hợp tác xã,101.236,"0,06",8.110,"0,01",101236.0,0.06,8110.0,0.01
Doanh nghiệp tư nhân,Doanh nghiệp tư nhân,Doanh nghiệp tư nhân,32,"0,00",32,"0,00",32.0,0.0,32.0,0.0
Doanh nghiệp có vốn đầu tư nước ngoài,Doanh nghiệp có vốn đầu tư nước ngoài,Doanh nghiệp có vốn đầu tư nước ngoài,27,"0,00",265,"0,00",27.0,0.0,265.0,0.0
Khác,Khác,Khác,36.086,"0,02",52.751,"0,04",36086.0,0.02,52751.0,0.04
Cho vay cá nhân,Cho vay cá nhân,Cho vay cá nhân,29.410.543,"17,53",28.125.006,"19,88",29410543.0,17.53,28125006.0,19.88
,,,167.737.997,100,141.438.441,100,167737997.0,100.0,141438441.0,100.0
