row_label_raw,row_label_full,Bên liên quan,Các giao dịch,Năm nayTriệu đồng,Năm trướcTriệu đồng,numeric__Các giao dịch,numeric__Năm nayTriệu đồng,numeric__Năm trướcTriệu đồng
Công ty con,Công ty con,Công ty con,Tiền gửi có kỳ hạn,(489.000),(176.000),,-489000.0,-176000.0
Công ty con,Công ty con,Công ty con,Tiền gửi không kỳ hạn,(8.507),(6.090),,-8507.0,-6090.0
Công ty con,Công ty con,Công ty con,Lãi dự chi,(523),(441),,-523.0,-441.0
"Thành viên Hội đồngQuản trị, Ban kiểm soátvà Ban Tổng Giám đốccủa Ngân hàng","Thành viên Hội đồngQuản trị, Ban kiểm soátvà Ban Tổng Giám đốccủa Ngân hàng","Thành viên Hội đồngQuản trị, Ban kiểm soátvà Ban Tổng Giám đốccủa Ngân hàng",Tiền gửi,(38.386),(29.224),,-38386.0,-29224.0
"Thành viên Hội đồngQuản trị, Ban kiểm soátvà Ban Tổng Giám đốccủa Ngân hàng","Thành viên Hội đồngQuản trị, Ban kiểm soátvà Ban Tổng Giám đốccủa Ngân hàng","Thành viên Hội đồngQuản trị, Ban kiểm soátvà Ban Tổng Giám đốccủa Ngân hàng",Tiền cho vay,-,16,,,16.0
"Thành viên Hội đồngQuản trị, Ban kiểm soátvà Ban Tổng Giám đốccủa Ngân hàng","Thành viên Hội đồngQuản trị, Ban kiểm soátvà Ban Tổng Giám đốccủa Ngân hàng","Thành viên Hội đồngQuản trị, Ban kiểm soátvà Ban Tổng Giám đốccủa Ngân hàng",Lãi dự chi tiền gửi,(154),(148),,-154.0,-148.0
Các bên liên quan khác,Các bên liên quan khác,Các bên liên quan khác,Tiền gửi,(66.429),(51.520),,-66429.0,-51520.0
Các bên liên quan khác,Các bên liên quan khác,Các bên liên quan khác,Tiền cho vay,59.214,49.851,,59214.0,49851.0
Các bên liên quan khác,Các bên liên quan khác,Các bên liên quan khác,Lãi dự chi tiền gửi,(1.053),(1.453),,-1053.0,-1453.0
Các bên liên quan khác,Các bên liên quan khác,Các bên liên quan khác,Lãi dự thu cho vay,251,276,,251.0,276.0
