row_label_raw,row_label_full,col_0,Thay đổi lãi suất,Ảnh hưởng đến kết quả thu nhập lãi thuần Triệu đồng,numeric__Thay đổi lãi suất,numeric__Ảnh hưởng đến kết quả thu nhập lãi thuần Triệu đồng
Tại ngày 31 tháng 12 năm 2024,Tại ngày 31 tháng 12 năm 2024,Tại ngày 31 tháng 12 năm 2024,Tại ngày 31 tháng 12 năm 2024,Tại ngày 31 tháng 12 năm 2024,,
VND,Tại ngày 31 tháng 12 năm 2024 > VND,VND,"0,02%","(7,3)",0.0002,-7.3
VND,Tại ngày 31 tháng 12 năm 2024 > VND,VND,"(0,02%)","7,3",,7.3
USD,Tại ngày 31 tháng 12 năm 2024 > USD,USD,"0,02%","(0,3)",0.0002,-0.3
USD,Tại ngày 31 tháng 12 năm 2024 > USD,USD,"(0,02%)","0,3",,0.3
