row_label_raw,row_label_full,col_0,Năm nayTriệu đồng,Năm trướcTriệu đồng,numeric__Năm nayTriệu đồng,numeric__Năm trướcTriệu đồng
Chi phí cho nhân viên,Chi phí cho nhân viên,Chi phí cho nhân viên,2.079.511,1.871.040,2079511.0,1871040.0
- Chi lương và phụ cấp,- Chi lương và phụ cấp,- Chi lương và phụ cấp,1.843.999,1.691.461,1843999.0,1691461.0
- Các khoản chỉ đóng góp theo lương,- Các khoản chỉ đóng góp theo lương,- Các khoản chỉ đóng góp theo lương,117.931,110.404,117931.0,110404.0
- Chi trợ cấp và chi khác,- Chi trợ cấp và chi khác,- Chi trợ cấp và chi khác,117.581,69.175,117581.0,69175.0
Chi phí khấu hao tài sản cố định,Chi phí khấu hao tài sản cố định,Chi phí khấu hao tài sản cố định,174.841,145.665,174841.0,145665.0
Chi phí hoạt động khác,Chi phí hoạt động khác,Chi phí hoạt động khác,1.696.795,1.451.215,1696795.0,1451215.0
- Chi phí quản lý chung,- Chi phí quản lý chung,- Chi phí quản lý chung,423.420,360.604,423420.0,360604.0
"- Chi phí quảng cáo, tiếp thị, khuyến mại, tiếp tân, khách tiết","- Chi phí quảng cáo, tiếp thị, khuyến mại, tiếp tân, khách tiết","- Chi phí quảng cáo, tiếp thị, khuyến mại, tiếp tân, khách tiết",361.692,297.876,361692.0,297876.0
- Chi phí thuê văn phòng,- Chi phí thuê văn phòng,- Chi phí thuê văn phòng,323.484,283.590,323484.0,283590.0
"- Chi nộp phí bảo hiểm, bảo toàn tiền gửi của khách hàng","- Chi nộp phí bảo hiểm, bảo toàn tiền gửi của khách hàng","- Chi nộp phí bảo hiểm, bảo toàn tiền gửi của khách hàng",189.245,174.845,189245.0,174845.0
- Chi phí sửa chữa và nâng cấp tài sản,- Chi phí sửa chữa và nâng cấp tài sản,- Chi phí sửa chữa và nâng cấp tài sản,181.025,165.794,181025.0,165794.0
- Chi khác về tài sản,- Chi khác về tài sản,- Chi khác về tài sản,42.782,45.106,42782.0,45106.0
- Chi phí vật liệu giấy tờ in,- Chi phí vật liệu giấy tờ in,- Chi phí vật liệu giấy tờ in,37.005,41.060,37005.0,41060.0
- Công tác phí,- Công tác phí,- Công tác phí,24.201,18.932,24201.0,18932.0
- Chi về các hoạt động đoàn thể của TCTD,- Chi về các hoạt động đoàn thể của TCTD,- Chi về các hoạt động đoàn thể của TCTD,2.653,43.385,2653.0,43385.0
"- Chi phí dự phòng (không bao gồm dự phòng rủi ro tín dụng, rủi ro chứng khoán)","- Chi phí dự phòng (không bao gồm dự phòng rủi ro tín dụng, rủi ro chứng khoán)","- Chi phí dự phòng (không bao gồm dự phòng rủi ro tín dụng, rủi ro chứng khoán)",91.754,6.126,91754.0,6126.0
- Chi phí khác,- Chi phí khác,- Chi phí khác,19.534,13.897,19534.0,13897.0
,,,3.951.147,3.467.920,3951147.0,3467920.0
