row_label_raw,row_label_full,col_0,Năm nayTriệu đồng,Năm trướcTriệu đồng,numeric__Năm nayTriệu đồng,numeric__Năm trướcTriệu đồng
Thu nhập từ hoạt động dịch vụ,Thu nhập từ hoạt động dịch vụ,Thu nhập từ hoạt động dịch vụ,951.749,1.141.487,951749.0,1141487.0
Thu từ dịch vụ thanh toán,Thu từ dịch vụ thanh toán,Thu từ dịch vụ thanh toán,621.461,717.008,621461.0,717008.0
Thu từ dịch vụ tài khoản,Thu từ dịch vụ tài khoản,Thu từ dịch vụ tài khoản,204.242,186.388,204242.0,186388.0
Thu từ dịch vụ cho thuê tài sản,Thu từ dịch vụ cho thuê tài sản,Thu từ dịch vụ cho thuê tài sản,43.251,37.370,43251.0,37370.0
Thu từ dịch vụ tư vấn,Thu từ dịch vụ tư vấn,Thu từ dịch vụ tư vấn,10.536,31.123,10536.0,31123.0
Thu từ dịch vụ bảo quản tài sản,Thu từ dịch vụ bảo quản tài sản,Thu từ dịch vụ bảo quản tài sản,3.767,39.536,3767.0,39536.0
Thu từ dịch vụ đại lý bảo hiểm,Thu từ dịch vụ đại lý bảo hiểm,Thu từ dịch vụ đại lý bảo hiểm,3.340,12.967,3340.0,12967.0
Thu từ dịch vụ ngân quỹ,Thu từ dịch vụ ngân quỹ,Thu từ dịch vụ ngân quỹ,2.583,3.124,2583.0,3124.0
Thu khác,Thu khác,Thu khác,62.569,113.971,62569.0,113971.0
Chi phí hoạt động dịch vụ,Chi phí hoạt động dịch vụ,Chi phí hoạt động dịch vụ,(385.907),(547.045),-385907.0,-547045.0
Chi dịch vụ thanh toán,Chi dịch vụ thanh toán,Chi dịch vụ thanh toán,(372.540),(536.510),-372540.0,-536510.0
Chi dịch vụ ngân quỹ,Chi dịch vụ ngân quỹ,Chi dịch vụ ngân quỹ,(3.571),(3.507),-3571.0,-3507.0
Chi dịch vụ tư vấn,Chi dịch vụ tư vấn,Chi dịch vụ tư vấn,(64),(2.768),-64.0,-2768.0
Chi khác,Chi khác,Chi khác,(9.732),(4.260),-9732.0,-4260.0
,,,565.842,594.442,565842.0,594442.0
