row_label_raw,row_label_full,col_0,Ngày 31 tháng 12năm 2024%/năm,Ngày 31 tháng 12năm 2023%/năm,numeric__Ngày 31 tháng 12năm 2024%/năm,numeric__Ngày 31 tháng 12năm 2023%/năm
Bằng VND,Bằng VND,Bằng VND,"4,00 - 23,50","3,80 - 23,50",,
Bằng ngoại tệ,Bằng ngoại tệ,Bằng ngoại tệ,"3,00 - 5,50","3,20 - 7,30",,
