row_label_raw,row_label_full,col_0,Quá hạn,Quá hạn_1,Trong hạn,Trong hạn_1,Trong hạn_2,Trong hạn_3,Trong hạn_4,Tổng cộngTriệu đồng,numeric__Quá hạn,numeric__Quá hạn_1,numeric__Trong hạn,numeric__Trong hạn_1,numeric__Trong hạn_2,numeric__Trong hạn_3,numeric__Trong hạn_4,numeric__Tổng cộngTriệu đồng
,,,Trên 3thángTriệu đồng,Đến 3thángTriệu đồng,Đến 1thángTriệu đồng,Từ 1 - 3thángTriệu đồng,Từ 3 - 12thángTriệu đồng,Từ 1 - 5nămTriệu đồng,Trên 5nămTriệu đồng,Tổng cộngTriệu đồng,,,,,,,,
Tài sản,Tài sản,Tài sản,Tài sản,Tài sản,Tài sản,Tài sản,Tài sản,Tài sản,Tài sản,Tài sản,,,,,,,,
Tiền mặt và vàng,Tài sản > Tiền mặt và vàng,Tiền mặt và vàng,-,-,1.148.489,-,-,-,-,1.148.489,,,1148489.0,,,,,1148489.0
Tiền gửi tại NHNN Việt Nam,Tài sản > Tiền gửi tại NHNN Việt Nam,Tiền gửi tại NHNN Việt Nam,-,-,13.632.932,-,-,-,-,13.632.932,,,13632932.0,,,,,13632932.0
Tiền gửi tại và cho vay các TCTD khác,Tài sản > Tiền gửi tại và cho vay các TCTD khác,Tiền gửi tại và cho vay các TCTD khác,-,-,34.241.418,2.300.000,137.721,130.644,-,36.809.783,,,34241418.0,2300000.0,137721.0,130644.0,,36809783.0
Cho vay khách hàng - gộp,Tài sản > Cho vay khách hàng - gộp,Cho vay khách hàng - gộp,3.908.979,2.469.632,8.587.436,13.397.749,66.668.646,27.928.989,44.776.566,167.737.997,3908979.0,2469632.0,8587436.0,13397749.0,66668646.0,27928989.0,44776566.0,167737997.0
Chứng khoán đầu tư - gộp,Tài sản > Chứng khoán đầu tư - gộp,Chứng khoán đầu tư - gộp,-,-,142.304,1.170.053,5.270.000,3.087.332,11.186.962,20.856.651,,,142304.0,1170053.0,5270000.0,3087332.0,11186962.0,20856651.0
"Góp vốn, đầu tư dài hạn - gộp","Tài sản > Góp vốn, đầu tư dài hạn - gộp","Góp vốn, đầu tư dài hạn - gộp",-,-,-,-,-,-,724.011,724.011,,,,,,,724011.0,724011.0
Tài sản cố định,Tài sản > Tài sản cố định,Tài sản cố định,-,-,356.464,1.159,12.060,369.968,1.446.257,2.185.908,,,356464.0,1159.0,12060.0,369968.0,1446257.0,2185908.0
Tài sản Có khác - gộp,Tài sản > Tài sản Có khác - gộp,Tài sản Có khác - gộp,-,-,1.186.152,625.940,1.392.775,1.161.953,330.688,4.697.508,,,1186152.0,625940.0,1392775.0,1161953.0,330688.0,4697508.0
Tổng tài sản,Tài sản > Tổng tài sản,Tổng tài sản,3.908.979,2.469.632,59.295.195,17.494.901,73.481.202,32.678.886,58.464.484,247.793.279,3908979.0,2469632.0,59295195.0,17494901.0,73481202.0,32678886.0,58464484.0,247793279.0
Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,,,,,,,,
Các khoản nợ Chính phủ và NHNN,Các khoản nợ Chính phủ và NHNN,Các khoản nợ Chính phủ và NHNN,Các khoản nợ Chính phủ và NHNN,Các khoản nợ Chính phủ và NHNN,Các khoản nợ Chính phủ và NHNN,Các khoản nợ Chính phủ và NHNN,Các khoản nợ Chính phủ và NHNN,Các khoản nợ Chính phủ và NHNN,Các khoản nợ Chính phủ và NHNN,Các khoản nợ Chính phủ và NHNN,,,,,,,,
Việt Nam,Các khoản nợ Chính phủ và NHNN > Việt Nam,Việt Nam,-,-,2.577.456,-,155,-,-,2.577.611,,,2577456.0,,155.0,,,2577611.0
Tiền gửi và vay các TCTD khác,Các khoản nợ Chính phủ và NHNN > Tiền gửi và vay các TCTD khác,Tiền gửi và vay các TCTD khác,-,-,36.835.455,2.000.000,319.394,40.245,64,39.195.158,,,36835455.0,2000000.0,319394.0,40245.0,64.0,39195158.0
Tiền gửi của khách hàng,Các khoản nợ Chính phủ và NHNN > Tiền gửi của khách hàng,Tiền gửi của khách hàng,-,-,44.974.821,38.212.630,73.262.788,2.381.272,-,158.831.511,,,44974821.0,38212630.0,73262788.0,2381272.0,,158831511.0
Các công cụ tài chính phải sinh và nợphải trả khác,Các khoản nợ Chính phủ và NHNN > Các công cụ tài chính phải sinh và nợphải trả khác,Các công cụ tài chính phải sinh và nợphải trả khác,-,-,4.639,2.075,54,-,-,6.768,,,4639.0,2075.0,54.0,,,6768.0
"Vốn tài trợ, uỷ thác đầu tư, cho vayTCTD chịu rủi ro","Các khoản nợ Chính phủ và NHNN > Vốn tài trợ, uỷ thác đầu tư, cho vayTCTD chịu rủi ro","Vốn tài trợ, uỷ thác đầu tư, cho vayTCTD chịu rủi ro",-,-,-,-,113.910,962.264,-,1.076.174,,,,,113910.0,962264.0,,1076174.0
Phát hành giấy tờ có giá,Các khoản nợ Chính phủ và NHNN > Phát hành giấy tờ có giá,Phát hành giấy tờ có giá,-,-,-,500.000,4.667.440,10.146.770,4.692.730,20.006.940,,,,500000.0,4667440.0,10146770.0,4692730.0,20006940.0
Các khoản nợ khác,Các khoản nợ Chính phủ và NHNN > Các khoản nợ khác,Các khoản nợ khác,-,-,1.905.354,850.686,1.843.682,38.983,60,4.638.765,,,1905354.0,850686.0,1843682.0,38983.0,60.0,4638765.0
Tổng nợ phải trả,Các khoản nợ Chính phủ và NHNN > Tổng nợ phải trả,Tổng nợ phải trả,-,-,86.297.725,41.565.391,80.207.423,13.569.534,4.692.854,226.332.927,,,86297725.0,41565391.0,80207423.0,13569534.0,4692854.0,226332927.0
Mức chênh thanh khoản ròng,Các khoản nợ Chính phủ và NHNN > Mức chênh thanh khoản ròng,Mức chênh thanh khoản ròng,3.908.979,2.469.632,(27.002.530),(24.070.490),(6.726.221),19.109.352,53.771.630,21.460.352,3908979.0,2469632.0,-27002530.0,-24070490.0,-6726221.0,19109352.0,53771630.0,21460352.0
