row_label_raw,row_label_full,col_0,Số cuối nămTriệu đồng,Số đầu nămTriệu đồng,numeric__Số cuối nămTriệu đồng,numeric__Số đầu nămTriệu đồng
Tiền gửi không kỳ hạn (“KKH”),Tiền gửi không kỳ hạn (“KKH”),Tiền gửi không kỳ hạn (“KKH”),9.768.555,10.003.475,9768555.0,10003475.0
Tiền gửi KKH bằng VND,Tiền gửi KKH bằng VND,Tiền gửi KKH bằng VND,9.518.112,9.608.997,9518112.0,9608997.0
Tiền gửi KKH bằng ngoại tệ,Tiền gửi KKH bằng ngoại tệ,Tiền gửi KKH bằng ngoại tệ,211.925,364.457,211925.0,364457.0
Tiền gửi tiết kiệm KKH bằng VND,Tiền gửi tiết kiệm KKH bằng VND,Tiền gửi tiết kiệm KKH bằng VND,37.851,29.385,37851.0,29385.0
Tiền gửi tiết kiệm KKH bằng ngoại tệ,Tiền gửi tiết kiệm KKH bằng ngoại tệ,Tiền gửi tiết kiệm KKH bằng ngoại tệ,667,636,667.0,636.0
Tiền gửi có kỳ hạn (“CKH”),Tiền gửi có kỳ hạn (“CKH”),Tiền gửi có kỳ hạn (“CKH”),148.329.718,134.549.843,148329718.0,134549843.0
Tiền gửi CKH bằng VND,Tiền gửi CKH bằng VND,Tiền gửi CKH bằng VND,30.646.878,29.231.149,30646878.0,29231149.0
Tiền gửi CKH bằng ngoại tệ,Tiền gửi CKH bằng ngoại tệ,Tiền gửi CKH bằng ngoại tệ,209.912,102.060,209912.0,102060.0
Tiền gửi tiết kiệm có kỳ hạn bằng VND,Tiền gửi tiết kiệm có kỳ hạn bằng VND,Tiền gửi tiết kiệm có kỳ hạn bằng VND,116.904.420,104.511.347,116904420.0,104511347.0
Tiền gửi tiết kiệm có kỳ hạn bằng ngoại tệ,Tiền gửi tiết kiệm có kỳ hạn bằng ngoại tệ,Tiền gửi tiết kiệm có kỳ hạn bằng ngoại tệ,568.508,705.287,568508.0,705287.0
Tiền gửi vốn chuyên dùng,Tiền gửi vốn chuyên dùng,Tiền gửi vốn chuyên dùng,497.745,769.691,497745.0,769691.0
Tiền gửi vốn chuyên dùng bằng VND,Tiền gửi vốn chuyên dùng bằng VND,Tiền gửi vốn chuyên dùng bằng VND,497.722,767.715,497722.0,767715.0
Tiền gửi vốn chuyên dùng bằng ngoại tệ,Tiền gửi vốn chuyên dùng bằng ngoại tệ,Tiền gửi vốn chuyên dùng bằng ngoại tệ,23,1.976,23.0,1976.0
Tiền ký quỹ,Tiền ký quỹ,Tiền ký quỹ,235.493,288.026,235493.0,288026.0
Tiền gửi ký quỹ bằng VND,Tiền gửi ký quỹ bằng VND,Tiền gửi ký quỹ bằng VND,235.493,288.026,235493.0,288026.0
,,,158.831.511,145.611.035,158831511.0,145611035.0
