row_label_raw,row_label_full,Bên liên quan,Tính chất giao dịch,2023VND,2022VND,numeric__Tính chất giao dịch,numeric__2023VND,numeric__2022VND
Công ty con sở hữu trực tiếp,Công ty con sở hữu trực tiếp,Công ty con sở hữu trực tiếp,Công ty con sở hữu trực tiếp,Công ty con sở hữu trực tiếp,Công ty con sở hữu trực tiếp,,,
Công ty TNHH The SHERPA,Công ty con sở hữu trực tiếp > Công ty TNHH The SHERPA,Công ty TNHH The SHERPA,Góp vốn,7.131.600.000.000,1.096.875.000.000,,7131600000000.0,1096875000000.0
Công ty TNHH The SHERPA,Công ty con sở hữu trực tiếp > Công ty TNHH The SHERPA,Công ty TNHH The SHERPA,Khoản cho vay đã cấp,3.156.100.000.000,210.200.000.000,,3156100000000.0,210200000000.0
Công ty TNHH The SHERPA,Công ty con sở hữu trực tiếp > Công ty TNHH The SHERPA,Công ty TNHH The SHERPA,Khoản cho vay đã thu hồi,1.794.200.000.000,12.500.000.000,,1794200000000.0,12500000000.0
Công ty TNHH The SHERPA,Công ty con sở hữu trực tiếp > Công ty TNHH The SHERPA,Công ty TNHH The SHERPA,Thu nhập lãi từ các khoản cho vay đã cấp,73.231.057.537,990.617.260,,73231057537.0,990617260.0
Công ty TNHH The SHERPA,Công ty con sở hữu trực tiếp > Công ty TNHH The SHERPA,Công ty TNHH The SHERPA,Chia sẻ chi phí,2.695.350.000,-,,2695350000.0,
Công ty TNHH Zenith Investment (*),Công ty con sở hữu trực tiếp > Công ty TNHH Zenith Investment (*),Công ty TNHH Zenith Investment (*),Góp vốn,-,99.990.000.000,,,99990000000.0
Công ty TNHH Zenith Investment (*),Công ty con sở hữu trực tiếp > Công ty TNHH Zenith Investment (*),Công ty TNHH Zenith Investment (*),Tiền thu từ thanh lý các khoản đầu tư vốn,-,35.045.376.163.305,,,35045376163305.0
Công ty TNHH Zenith Investment (*),Công ty con sở hữu trực tiếp > Công ty TNHH Zenith Investment (*),Công ty TNHH Zenith Investment (*),Khoản vay đã nhận,1.200.000.000.000,-,,1200000000000.0,
Công ty TNHH Zenith Investment (*),Công ty con sở hữu trực tiếp > Công ty TNHH Zenith Investment (*),Công ty TNHH Zenith Investment (*),Khoản vay đã hoàn trả,1.200.000.000.000,-,,1200000000000.0,
Công ty TNHH Zenith Investment (*),Công ty con sở hữu trực tiếp > Công ty TNHH Zenith Investment (*),Công ty TNHH Zenith Investment (*),Chi phí lãi vay từ các khoản vay nhận được,16.438.356,-,,16438356.0,
Công ty TNHH Zenith Investment (*),Công ty con sở hữu trực tiếp > Công ty TNHH Zenith Investment (*),Công ty TNHH Zenith Investment (*),Khoản cho vay đã cấp,353.200.000.000,100.000.000,,353200000000.0,100000000.0
Công ty TNHH Zenith Investment (*),Công ty con sở hữu trực tiếp > Công ty TNHH Zenith Investment (*),Công ty TNHH Zenith Investment (*),Khoản cho vay đã thu hồi,100.000.000,-,,100000000.0,
Công ty TNHH Zenith Investment (*),Công ty con sở hữu trực tiếp > Công ty TNHH Zenith Investment (*),Công ty TNHH Zenith Investment (*),Thu nhập lãi từ các khoản cho vay đã cấp,2.421.101.370,3.294.522,,2421101370.0,3294522.0
Công ty TNHH Zenith Investment (*),Công ty con sở hữu trực tiếp > Công ty TNHH Zenith Investment (*),Công ty TNHH Zenith Investment (*),Mua chứng chỉ tiền gửi,131.653.205.300,-,,131653205300.0,
Công ty TNHH Zenith Investment (*),Công ty con sở hữu trực tiếp > Công ty TNHH Zenith Investment (*),Công ty TNHH Zenith Investment (*),Thanh toán lãi trái phiếu,229.320.449.788,-,,229320449788.0,
Công ty con sở hữu gián tiếp,Công ty con sở hữu gián tiếp,Công ty con sở hữu gián tiếp,Công ty con sở hữu gián tiếp,Công ty con sở hữu gián tiếp,Công ty con sở hữu gián tiếp,,,
Công ty Cổ phần Masan MEATLife (trở thành công ty con sở hữu gián tiếp từ tháng 10 năm 2023),Công ty con sở hữu gián tiếp > Công ty Cổ phần Masan MEATLife (trở thành công ty con sở hữu gián tiếp từ tháng 10 năm 2023),Công ty Cổ phần Masan MEATLife (trở thành công ty con sở hữu gián tiếp từ tháng 10 năm 2023),Khoản vay đã nhận,-,258.600.000.000,,,258600000000.0
Công ty Cổ phần Masan MEATLife (trở thành công ty con sở hữu gián tiếp từ tháng 10 năm 2023),Công ty con sở hữu gián tiếp > Công ty Cổ phần Masan MEATLife (trở thành công ty con sở hữu gián tiếp từ tháng 10 năm 2023),Công ty Cổ phần Masan MEATLife (trở thành công ty con sở hữu gián tiếp từ tháng 10 năm 2023),Khoản vay đã hoàn trả,-,2.921.350.000.000,,,2921350000000.0
Công ty Cổ phần Masan MEATLife (trở thành công ty con sở hữu gián tiếp từ tháng 10 năm 2023),Công ty con sở hữu gián tiếp > Công ty Cổ phần Masan MEATLife (trở thành công ty con sở hữu gián tiếp từ tháng 10 năm 2023),Công ty Cổ phần Masan MEATLife (trở thành công ty con sở hữu gián tiếp từ tháng 10 năm 2023),Chi phí lãi vay từ các khoản vay nhận được,-,86.459.153.425,,,86459153425.0
Công ty Cổ phần Masan MEATLife (trở thành công ty con sở hữu gián tiếp từ tháng 10 năm 2023),Công ty con sở hữu gián tiếp > Công ty Cổ phần Masan MEATLife (trở thành công ty con sở hữu gián tiếp từ tháng 10 năm 2023),Công ty Cổ phần Masan MEATLife (trở thành công ty con sở hữu gián tiếp từ tháng 10 năm 2023),Thanh toán lãi trái phiếu,-,12.207.522.956,,,12207522956.0
Công ty Cổ phần Masan MEATLife (trở thành công ty con sở hữu gián tiếp từ tháng 10 năm 2023),Công ty con sở hữu gián tiếp > Công ty Cổ phần Masan MEATLife (trở thành công ty con sở hữu gián tiếp từ tháng 10 năm 2023),Công ty Cổ phần Masan MEATLife (trở thành công ty con sở hữu gián tiếp từ tháng 10 năm 2023),Chia sẻ chi phí,1.454.859.080,2.069.039.582,,1454859080.0,2069039582.0
