row_label_raw,row_label_full,NGUỒN VỐN,Mã số,Thuyết minh,31/12/2023 VND,1/1/2023 VND,numeric__Mã số,numeric__Thuyết minh,numeric__31/12/2023 VND,numeric__1/1/2023 VND
NỘ PHẢI TRẢ,NỘ PHẢI TRẢ,NỘ PHẢI TRẢ,300,,29.930.061.111.439,31.082.432.803.141,300.0,,29930061111439.0,31082432803141.0
Nợ ngắn hạn,Nợ ngắn hạn,Nợ ngắn hạn,310,,6.120.501.603.741,20.693.324.607.581,310.0,,6120501603741.0,20693324607581.0
Phải trả người bán,Phải trả người bán,Phải trả người bán,311,,19.667.423.258,44.679.579.990,311.0,,19667423258.0,44679579990.0
Thuế phải nộp Ngân sách Nhà nước,Thuế phải nộp Ngân sách Nhà nước,Thuế phải nộp Ngân sách Nhà nước,313,,3.123.881.174,3.178.849.040,313.0,,3123881174.0,3178849040.0
Phải trả nhân viên,Phải trả nhân viên,Phải trả nhân viên,314,,49.538.702,49.538.700,314.0,,49538702.0,49538700.0
Chi phí phải trả ngắn hạn,Chi phí phải trả ngắn hạn,Chi phí phải trả ngắn hạn,315,9(a),571.572.318.447,613.652.616.410,315.0,,571572318447.0,613652616410.0
Phải trả ngắn hạn khác,Phải trả ngắn hạn khác,Phải trả ngắn hạn khác,319,10(a),3.680.025.942.160,3.745.896.023.441,319.0,,3680025942160.0,3745896023441.0
Vay và trái phiếu phát hành ngắn hạn,Vay và trái phiếu phát hành ngắn hạn,Vay và trái phiếu phát hành ngắn hạn,320,11,1.846.062.500.000,16.285.868.000.000,320.0,11.0,1846062500000.0,16285868000000.0
Nợ dài hạn,Nợ dài hạn,Nợ dài hạn,330,,23.809.559.507.698,10.389.108.195.560,330.0,,23809559507698.0,10389108195560.0
Chi phí phải trả dài hạn,Chi phí phải trả dài hạn,Chi phí phải trả dài hạn,333,9(b),15.614.360.274,-,333.0,,15614360274.0,
Phải trả dài hạn khác,Phải trả dài hạn khác,Phải trả dài hạn khác,337,10(b),2.265.000.000.000,-,337.0,,2265000000000.0,
Vay và trái phiếu phát hành dài hạn,Vay và trái phiếu phát hành dài hạn,Vay và trái phiếu phát hành dài hạn,338,11,21.528.945.147.424,10.389.108.195.560,338.0,11.0,21528945147424.0,10389108195560.0
VỐN CHỦ SỞ HỮU,VỐN CHỦ SỞ HỮU,VỐN CHỦ SỞ HỮU,400,,21.595.539.649.463,21.636.698.301.607,400.0,,21595539649463.0,21636698301607.0
Vốn chủ sở hữu,Vốn chủ sở hữu,Vốn chủ sở hữu,410,12,21.595.539.649.463,21.636.698.301.607,410.0,12.0,21595539649463.0,21636698301607.0
Vốn cổ phần,Vốn cổ phần,Vốn cổ phần,411,13,14.308.434.060.000,14.237.247.830.000,411.0,13.0,14308434060000.0,14237247830000.0
Thặng dư vốn cổ phần,Thặng dư vốn cổ phần,Thặng dư vốn cổ phần,412,13,8.723.077.701.079,8.723.127.701.079,412.0,13.0,8723077701079.0,8723127701079.0
Vốn khác của chủ sở hữu,Vốn khác của chủ sở hữu,Vốn khác của chủ sở hữu,414,15,(1.695.338.182.568),(1.695.338.182.568),414.0,15.0,-1695338182568.0,-1695338182568.0
Lợi nhuận sau thuế chưa phân phối,Lợi nhuận sau thuế chưa phân phối,Lợi nhuận sau thuế chưa phân phối,421,,259.366.070.952,371.660.953.096,421.0,,259366070952.0,371660953096.0
- Lợi nhuận sau thuế chưa phân phối lũy kế đến cuối năm trước,- Lợi nhuận sau thuế chưa phân phối lũy kế đến cuối năm trước,- Lợi nhuận sau thuế chưa phân phối lũy kế đến cuối năm trước,421a,,371.660.953.096,1.243.048.933.240,,,371660953096.0,1243048933240.0
- Lỗ trong năm,- Lỗ trong năm,- Lỗ trong năm,421b,,(112.294.882.144),(871.387.980.144),,,-112294882144.0,-871387980144.0
TỔNG NGUỒN VỐN,TỔNG NGUỒN VỐN,TỔNG NGUỒN VỐN,440,,51.525.600.760.902,52.719.131.104.748,440.0,,51525600760902.0,52719131104748.0
