row_label_raw,row_label_full,col_0,SHERPA VND,Zenith VND,MML VND,Tổng VND,numeric__SHERPA VND,numeric__Zenith VND,numeric__MML VND,numeric__Tổng VND
Số dư đầu năm,Số dư đầu năm,Số dư đầu năm,7.824.754.000.000,99.990.000.000,2.030.991.202.463,9.955.735.202.463,7824754000000.0,99990000000.0,2030991202463.0,9955735202463.0
Tăng trong năm,Tăng trong năm,Tăng trong năm,7.131.601.000.000,20.000.000,-,7.131.621.000.000,7131601000000.0,20000000.0,,7131621000000.0
Thanh lý trong năm,Thanh lý trong năm,Thanh lý trong năm,-,-,(2.030.991.202.463),(2.030.991.202.463),,,-2030991202463.0,-2030991202463.0
Số dư cuối năm,Số dư cuối năm,Số dư cuối năm,14.956.355.000.000,100.010.000.000,-,15.056.365.000.000,14956355000000.0,100010000000.0,,15056365000000.0
