row_label_raw,row_label_full,col_0,Chi phí đi vaytrà trướcVND,Công cụ vàdụng cụVND,TổngVND,numeric__Chi phí đi vaytrà trướcVND,numeric__Công cụ vàdụng cụVND,numeric__TổngVND
Số dư đầu năm,Số dư đầu năm,Số dư đầu năm,135.570.794.819,2.863.624.826,138.434.419.645,135570794819.0,2863624826.0,138434419645.0
Tăng trong năm,Tăng trong năm,Tăng trong năm,223.161.781.655,5.851.632.728,229.013.414.383,223161781655.0,5851632728.0,229013414383.0
Phân bổ trong năm,Phân bổ trong năm,Phân bổ trong năm,(56.207.418.378),(3.082.266.086),(59.289.684.464),-56207418378.0,-3082266086.0,-59289684464.0
Số dư cuối năm,Số dư cuối năm,Số dư cuối năm,302.525.158.096,5.632.991.468,308.158.149.564,302525158096.0,5632991468.0,308158149564.0
