row_label_raw,row_label_full,1. Doanh thu bán hàng và cung cấp dịch vụ,Năm 2024,Năm 2023,numeric__Năm 2024,numeric__Năm 2023
Doanh thu từ dịch vụ kinh doanh bất động sản,Doanh thu từ dịch vụ kinh doanh bất động sản,Doanh thu từ dịch vụ kinh doanh bất động sản,377.907.410.573,109.407.672.886,377907410573.0,109407672886.0
Doanh thu từ dịch vụ cho thuê,Doanh thu từ dịch vụ cho thuê,Doanh thu từ dịch vụ cho thuê,104.280.843.972,104.522.639.538,104280843972.0,104522639538.0
Doanh thu từ bán hàng hóa,Doanh thu từ bán hàng hóa,Doanh thu từ bán hàng hóa,104.086.335.492,49.316.827.135,104086335492.0,49316827135.0
Doanh thu từ dịch vụ khác,Doanh thu từ dịch vụ khác,Doanh thu từ dịch vụ khác,97.938.794.827,24.104.134.611,97938794827.0,24104134611.0
Cộng,Cộng,Cộng,684.213.384.864,287.351.274.170,684213384864.0,287351274170.0
2. Các khoản giảm trừ doanh thu,2. Các khoản giảm trừ doanh thu,2. Các khoản giảm trừ doanh thu,Năm 2024,Năm 2023,,
Hàng bán bị trả lại,2. Các khoản giảm trừ doanh thu > Hàng bán bị trả lại,Hàng bán bị trả lại,-,72.740.956,,72740956.0
Giảm giá hàng bán,2. Các khoản giảm trừ doanh thu > Giảm giá hàng bán,Giảm giá hàng bán,1.049.691.125,-,1049691125.0,
Cộng,2. Các khoản giảm trừ doanh thu > Cộng,Cộng,1.049.691.125,72.740.956,1049691125.0,72740956.0
