row_label_raw,row_label_full,col_0,Tăng/giảmđiểm cơ bản,Anh hưởng đến lợinhuận trước thuế(VND),numeric__Tăng/giảmđiểm cơ bản,numeric__Anh hưởng đến lợinhuận trước thuế(VND)
Năm nay,Năm nay,Năm nay,Năm nay,Năm nay,,
VND,Năm nay > VND,VND,+100,(14.133.656.889),100.0,-14133656889.0
VND,Năm nay > VND,VND,-100,14.133.656.889,-100.0,14133656889.0
Năm trước,Năm trước,Năm trước,Năm trước,Năm trước,,
VND,Năm trước > VND,VND,+100,(14.556.456.040),100.0,-14556456040.0
VND,Năm trước > VND,VND,-100,14.556.456.040,-100.0,14556456040.0
