row_label_raw,row_label_full,19. Doanh thu chưa thực hiện,31/12/2024,01/01/2024,numeric__31/12/2024,numeric__01/01/2024
a. Ngắn hạn,a. Ngắn hạn,a. Ngắn hạn,92.484.087.626,4.197.474.956,92484087626.0,4197474956.0
Tiền cho thuê nhận trước,Tiền cho thuê nhận trước,Tiền cho thuê nhận trước,92.484.087.626,4.197.474.956,92484087626.0,4197474956.0
b. Dài hạn,b. Dài hạn,b. Dài hạn,178.184.337.691,128.631.830.483,178184337691.0,128631830483.0
Tiền cho thuê nhận trước,Tiền cho thuê nhận trước,Tiền cho thuê nhận trước,127.922.332.695,128.631.830.483,127922332695.0,128631830483.0
Dịch vụ khác,Dịch vụ khác,Dịch vụ khác,50.262.004.996,-,50262004996.0,
Cộng,Cộng,Cộng,270.668.425.317,132.829.305.439,270668425317.0,132829305439.0
