row_label_raw,row_label_full,18. Chi phí phải trả ngắn hạn,31/12/2024,01/01/2024,numeric__31/12/2024,numeric__01/01/2024
a. Ngân hạn,a. Ngân hạn,a. Ngân hạn,317.629.757.437,328.429.689.459,317629757437.0,328429689459.0
Chi phí xây dựng dự án,Chi phí xây dựng dự án,Chi phí xây dựng dự án,236.881.726.284,242.872.822.466,236881726284.0,242872822466.0
Chi phí lãi vay,Chi phí lãi vay,Chi phí lãi vay,42.779.948.045,47.326.020.290,42779948045.0,47326020290.0
Chi phí phải trả khác,Chi phí phải trả khác,Chi phí phải trả khác,37.968.083.108,38.230.846.703,37968083108.0,38230846703.0
b. Dài hạn,b. Dài hạn,b. Dài hạn,86.016.987.675,86.016.987.675,86016987675.0,86016987675.0
Chi phí thuê đất và chia lợi nhuận cố định (*),Chi phí thuê đất và chia lợi nhuận cố định (*),Chi phí thuê đất và chia lợi nhuận cố định (*),86.016.987.675,86.016.987.675,86016987675.0,86016987675.0
Cộng,Cộng,Cộng,403.646.745.112,414.446.677.134,403646745112.0,414446677134.0
