row_label_raw,row_label_full,Các bên liên quan,Nội dung nghiệp vụ,Năm 2024,Năm 2023,numeric__Nội dung nghiệp vụ,numeric__Năm 2024,numeric__Năm 2023
Công ty Cổ phần Khu công nghiệp Thành Thành Công,Công ty Cổ phần Khu công nghiệp Thành Thành Công,Công ty Cổ phần Khu công nghiệp Thành Thành Công,Gốc đi vay,356.440.000.000,-,,356440000000.0,
Công ty Cổ phần Khu công nghiệp Thành Thành Công,Công ty Cổ phần Khu công nghiệp Thành Thành Công,Công ty Cổ phần Khu công nghiệp Thành Thành Công,Lãi đi vay,10.995.376.636,-,,10995376636.0,
Công ty Cổ phần Khu công nghiệp Thành Thành Công,Công ty Cổ phần Khu công nghiệp Thành Thành Công,Công ty Cổ phần Khu công nghiệp Thành Thành Công,Hoàn trả gốc đi vay,242.582.613.820,-,,242582613820.0,
Công ty Cổ phần Khu công nghiệp Thành Thành Công,Công ty Cổ phần Khu công nghiệp Thành Thành Công,Công ty Cổ phần Khu công nghiệp Thành Thành Công,Cổ tức được chia,1.970.987.200,-,,1970987200.0,
Công ty Cổ phần Khu công nghiệp Thành Thành Công,Công ty Cổ phần Khu công nghiệp Thành Thành Công,Công ty Cổ phần Khu công nghiệp Thành Thành Công,Cung cấp dịch vụ,22.544.195.571,-,,22544195571.0,
Công ty Cổ phần Khu công nghiệp Thành Thành Công,Công ty Cổ phần Khu công nghiệp Thành Thành Công,Công ty Cổ phần Khu công nghiệp Thành Thành Công,Bán hàng hóa,160.000.000.000,-,,160000000000.0,
Công ty Cổ phần Khu công nghiệp Thành Thành Công,Công ty Cổ phần Khu công nghiệp Thành Thành Công,Công ty Cổ phần Khu công nghiệp Thành Thành Công,"Thanh lý công cụ, dụng cụ",14.848.000,-,,14848000.0,
Công ty Cổ phần Du lịch Thành Thành Công,Công ty Cổ phần Du lịch Thành Thành Công,Công ty Cổ phần Du lịch Thành Thành Công,Mua dịch vụ,539.418.080,-,,539418080.0,
Công ty Cổ phần Đầu tư Hạ tầng Cụm công nghiệp Tân Hội,Công ty Cổ phần Đầu tư Hạ tầng Cụm công nghiệp Tân Hội,Công ty Cổ phần Đầu tư Hạ tầng Cụm công nghiệp Tân Hội,Cung cấp dịch vụ,4.622.601.302,-,,4622601302.0,
Công ty Cổ phần Đầu tư Hạ tầng Cụm công nghiệp Tân Hội,Công ty Cổ phần Đầu tư Hạ tầng Cụm công nghiệp Tân Hội,Công ty Cổ phần Đầu tư Hạ tầng Cụm công nghiệp Tân Hội,Thu trước,28.906.943.633,-,,28906943633.0,
Công ty Cổ phần Đầu tư Hạ tầng Cụm công nghiệp Tân Hội,Công ty Cổ phần Đầu tư Hạ tầng Cụm công nghiệp Tân Hội,Công ty Cổ phần Đầu tư Hạ tầng Cụm công nghiệp Tân Hội,Gốc đi vay,25.200.000.000,-,,25200000000.0,
Công ty Cổ phần Đầu tư Hạ tầng Cụm công nghiệp Tân Hội,Công ty Cổ phần Đầu tư Hạ tầng Cụm công nghiệp Tân Hội,Công ty Cổ phần Đầu tư Hạ tầng Cụm công nghiệp Tân Hội,Hoàn trả gốc đi vay,13.640.000.000,-,,13640000000.0,
Công ty Cổ phần Đầu tư Hạ tầng Cụm công nghiệp Tân Hội,Công ty Cổ phần Đầu tư Hạ tầng Cụm công nghiệp Tân Hội,Công ty Cổ phần Đầu tư Hạ tầng Cụm công nghiệp Tân Hội,Lãi đi vay,416.905.203,,,416905203.0,
Công ty Cổ phần Xây dựng Thương mại và Xuất nhập khẩu Thái Tôn,Công ty Cổ phần Xây dựng Thương mại và Xuất nhập khẩu Thái Tôn,Công ty Cổ phần Xây dựng Thương mại và Xuất nhập khẩu Thái Tôn,Mua dịch vụ,4.388.829.990,-,,4388829990.0,
Công ty Cổ phần Xây dựng Thương mại và Xuất nhập khẩu Thái Tôn,Công ty Cổ phần Xây dựng Thương mại và Xuất nhập khẩu Thái Tôn,Công ty Cổ phần Xây dựng Thương mại và Xuất nhập khẩu Thái Tôn,Gốc đi vay,120.000.000.000,-,,120000000000.0,
Công ty Cổ phần Xây dựng Thương mại và Xuất nhập khẩu Thái Tôn,Công ty Cổ phần Xây dựng Thương mại và Xuất nhập khẩu Thái Tôn,Công ty Cổ phần Xây dựng Thương mại và Xuất nhập khẩu Thái Tôn,Hoàn trả gốc đi vay,120.000.000.000,-,,120000000000.0,
Công ty Cổ phần Xây dựng Thương mại và Xuất nhập khẩu Thái Tôn,Công ty Cổ phần Xây dựng Thương mại và Xuất nhập khẩu Thái Tôn,Công ty Cổ phần Xây dựng Thương mại và Xuất nhập khẩu Thái Tôn,Lãi đi vay,173.260.274,-,,173260274.0,
Công ty Cổ phần Xây dựng Thương mại và Xuất nhập khẩu Thái Tôn,Công ty Cổ phần Xây dựng Thương mại và Xuất nhập khẩu Thái Tôn,Công ty Cổ phần Xây dựng Thương mại và Xuất nhập khẩu Thái Tôn,Chuyển nhượng cổ phần,83.002.500.000,-,,83002500000.0,
