row_label_raw,row_label_full,CHỈ TIÊU,Mã số,Thuyết minh,Năm 2024,Năm 2025,numeric__Mã số,numeric__Thuyết minh,numeric__Năm 2024,numeric__Năm 2025
- Tiền chi khác từ hoạt động kinh doanh,2. Điều chỉnh cho các khoản : > - Tiền chi khác từ hoạt động kinh doanh,- Tiền chi khác từ hoạt động kinh doanh,17,,(5.721.856.634),(477.865.904),17.0,,-5721856634.0,-477865904.0
Lưu chuyển tiền thuần từ hoạt động kinh doanh,2. Điều chỉnh cho các khoản : > Lưu chuyển tiền thuần từ hoạt động kinh doanh,Lưu chuyển tiền thuần từ hoạt động kinh doanh,20,,(556.065.567.816),(1.914.825.766.815),20.0,,-556065567816.0,-1914825766815.0
"1. Tiền chi để mua sắm, xây dựng TSCĐ và các TSDH khác","2. Điều chỉnh cho các khoản : > 1. Tiền chi để mua sắm, xây dựng TSCĐ và các TSDH khác","1. Tiền chi để mua sắm, xây dựng TSCĐ và các TSDH khác",21,,(1.013.588.815),(2.339.757.535),21.0,,-1013588815.0,-2339757535.0
"2. Tiền thu từ thanh lý, nhượng bán TSCĐ và các TSDH khác","2. Điều chỉnh cho các khoản : > 2. Tiền thu từ thanh lý, nhượng bán TSCĐ và các TSDH khác","2. Tiền thu từ thanh lý, nhượng bán TSCĐ và các TSDH khác",22,,167.047.088.486,-,22.0,,167047088486.0,
"3. Tiền chi cho vay, mua các công cụ nợ của đơn vị khác","2. Điều chỉnh cho các khoản : > 3. Tiền chi cho vay, mua các công cụ nợ của đơn vị khác","3. Tiền chi cho vay, mua các công cụ nợ của đơn vị khác",23,,(1.546.135.596.579),(363.609.800.000),23.0,,-1546135596579.0,-363609800000.0
"4. Tiền thu hồi cho vay, bán lại các công cụ nợ của đơn vị khác","2. Điều chỉnh cho các khoản : > 4. Tiền thu hồi cho vay, bán lại các công cụ nợ của đơn vị khác","4. Tiền thu hồi cho vay, bán lại các công cụ nợ của đơn vị khác",24,,515.535.294.000,693.699.634.246,24.0,,515535294000.0,693699634246.0
5. Tiền chi đầu tư góp vốn vào đơn vị,2. Điều chỉnh cho các khoản : > 5. Tiền chi đầu tư góp vốn vào đơn vị,5. Tiền chi đầu tư góp vốn vào đơn vị,25,,(771.380.042.996),(224.650.000.000),25.0,,-771380042996.0,-224650000000.0
6. Tiền thu hồi đầu tư góp vốn vào đơn vị khác,2. Điều chỉnh cho các khoản : > 6. Tiền thu hồi đầu tư góp vốn vào đơn vị khác,6. Tiền thu hồi đầu tư góp vốn vào đơn vị khác,26,,1.140.346.022.897,144.900.000.000,26.0,,1140346022897.0,144900000000.0
"7. Tiền thu từ lãi cho vay, cổ tức và lợi nhuận được chia","2. Điều chỉnh cho các khoản : > 7. Tiền thu từ lãi cho vay, cổ tức và lợi nhuận được chia","7. Tiền thu từ lãi cho vay, cổ tức và lợi nhuận được chia",27,,563.037.184.564,471.116.758.415,27.0,,563037184564.0,471116758415.0
Lưu chuyển tiền thuần từ hoạt động đầu tư,2. Điều chỉnh cho các khoản : > Lưu chuyển tiền thuần từ hoạt động đầu tư,Lưu chuyển tiền thuần từ hoạt động đầu tư,30,,67.436.361.557,719.116.835.126,30.0,,67436361557.0,719116835126.0
