row_label_raw,row_label_full,CHỈ TIÊU,Mã số,Thuyết minh,Năm 2024,Năm 2025,numeric__Mã số,numeric__Thuyết minh,numeric__Năm 2024,numeric__Năm 2025
1. Lợi nhuận trước thuế,1. Lợi nhuận trước thuế,1. Lợi nhuận trước thuế,01,,77.371.275.090,142.590.606.684,1.0,,77371275090.0,142590606684.0
2. Điều chỉnh cho các khoản :,2. Điều chỉnh cho các khoản :,2. Điều chỉnh cho các khoản :,,,,,,,,
,,,,V.10,,,,,,
- Khấu hao tài sản cố định và bất động sản đầu tư,2. Điều chỉnh cho các khoản : > - Khấu hao tài sản cố định và bất động sản đầu tư,- Khấu hao tài sản cố định và bất động sản đầu tư,02,->13,30.912.756.688,31.639.306.314,2.0,,30912756688.0,31639306314.0
- Các khoản dự phòng/ (Hoàn nhập dự phòng),2. Điều chỉnh cho các khoản : > - Các khoản dự phòng/ (Hoàn nhập dự phòng),- Các khoản dự phòng/ (Hoàn nhập dự phòng),03,"VI.6,7b",(14.093.827.725),(15.764.171.516),3.0,,-14093827725.0,-15764171516.0
"- Lãi, lỗ từ hoạt động đầu tư","2. Điều chỉnh cho các khoản : > - Lãi, lỗ từ hoạt động đầu tư","- Lãi, lỗ từ hoạt động đầu tư",05,,(504.575.550.147),(370.676.825.347),5.0,,-504575550147.0,-370676825347.0
- Chi phí lãi vay,2. Điều chỉnh cho các khoản : > - Chi phí lãi vay,- Chi phí lãi vay,06,VI.6,256.067.656.994,240.935.732.603,6.0,,256067656994.0,240935732603.0
3. Lợi nhuận từ hoạt động kinh doanh trước thay đổi vốn lưu động,2. Điều chỉnh cho các khoản : > 3. Lợi nhuận từ hoạt động kinh doanh trước thay đổi vốn lưu động,3. Lợi nhuận từ hoạt động kinh doanh trước thay đổi vốn lưu động,08,,(154.317.689.100),28.724.648.738,8.0,,-154317689100.0,28724648738.0
"- Tăng (-), giảm (+) các khoản phải thu","2. Điều chỉnh cho các khoản : > - Tăng (-), giảm (+) các khoản phải thu","- Tăng (-), giảm (+) các khoản phải thu",09,,(196.105.413.807),(611.206.475.771),9.0,,-196105413807.0,-611206475771.0
"- Tăng (-), giảm (+) hàng tồn kho","2. Điều chỉnh cho các khoản : > - Tăng (-), giảm (+) hàng tồn kho","- Tăng (-), giảm (+) hàng tồn kho",10,,74.087.015.837,(718.889.672.111),10.0,,74087015837.0,-718889672111.0
"- Tăng (+), giảm (-) các khoản phải trả (không kể lãi vay phải trả, thuế thu nhập phải nộp)","2. Điều chỉnh cho các khoản : > - Tăng (+), giảm (-) các khoản phải trả (không kể lãi vay phải trả, thuế thu nhập phải nộp)","- Tăng (+), giảm (-) các khoản phải trả (không kể lãi vay phải trả, thuế thu nhập phải nộp)",11,,28.919.221.600,(206.637.327.495),11.0,,28919221600.0,-206637327495.0
"- Tăng (-), giảm (+) chi phí trả trước","2. Điều chỉnh cho các khoản : > - Tăng (-), giảm (+) chi phí trả trước","- Tăng (-), giảm (+) chi phí trả trước",12,,(58.260.616.744),(162.915.422.614),12.0,,-58260616744.0,-162915422614.0
"- Tăng (-), giảm (+) chứng khoán kinh doanh","2. Điều chỉnh cho các khoản : > - Tăng (-), giảm (+) chứng khoán kinh doanh","- Tăng (-), giảm (+) chứng khoán kinh doanh",13,,-,76.548.574.842,13.0,,,76548574842.0
- Tiền lãi vay đã trả,2. Điều chỉnh cho các khoản : > - Tiền lãi vay đã trả,- Tiền lãi vay đã trả,14,,(243.711.980.927),(309.824.635.605),14.0,,-243711980927.0,-309824635605.0
- Thuế thu nhập doanh nghiệp đã nộp,2. Điều chỉnh cho các khoản : > - Thuế thu nhập doanh nghiệp đã nộp,- Thuế thu nhập doanh nghiệp đã nộp,15,V.17a,(954.248.041),(10.147.590.895),15.0,,-954248041.0,-10147590895.0
