row_label_raw,row_label_full,8. Hàng tồn kho,31/12/2024,31/12/2024_1,01/01/2024,01/01/2024_1,numeric__31/12/2024,numeric__31/12/2024_1,numeric__01/01/2024,numeric__01/01/2024_1
8. Hàng tồn kho,8. Hàng tồn kho,8. Hàng tồn kho,Giá gốc,Dự phòng,Giá gốc,Dự phòng,,,,
Công cụ dụng cụ,8. Hàng tồn kho > Công cụ dụng cụ,Công cụ dụng cụ,980.414.648,(980.414.648),980.414.648,(980.414.648),980414648.0,-980414648.0,980414648.0,-980414648.0
"Chi phí sản xuất, kinh doanh dở dang (i)","8. Hàng tồn kho > Chi phí sản xuất, kinh doanh dở dang (i)","Chi phí sản xuất, kinh doanh dở dang (i)",989.857.344.829,-,1.308.703.950.661,-,989857344829.0,,1308703950661.0,
Hàng hóa bắt động sản (ii),8. Hàng tồn kho > Hàng hóa bắt động sản (ii),Hàng hóa bắt động sản (ii),1.076.165.963.014,-,845.649.296.423,-,1076165963014.0,,845649296423.0,
Cộng,8. Hàng tồn kho > Cộng,Cộng,2.067.003.722.491,(980.414.648),2.155.333.661.732,(980.414.648),2067003722491.0,-980414648.0,2155333661732.0,-980414648.0
