row_label_raw,row_label_full,NGUỒN VỐN,Mã số,Thuyết minh,31/12/2024,01/01/2024,numeric__Mã số,numeric__Thuyết minh,numeric__31/12/2024,numeric__01/01/2024
D. VỐN CHỦ SỞ HỮU,D. VỐN CHỦ SỞ HỮU,D. VỐN CHỦ SỞ HỮU,400,,5.323.138.277.385,4.922.317.354.655,400.0,,5323138277385.0,4922317354655.0
I. Vốn chủ sở hữu,I. Vốn chủ sở hữu,I. Vốn chủ sở hữu,410,V.22,5.323.138.277.385,4.922.317.354.655,410.0,,5323138277385.0,4922317354655.0
1. Vốn góp của chủ sở hữu,1. Vốn góp của chủ sở hữu,1. Vốn góp của chủ sở hữu,411,,4.305.950.360.000,3.956.617.750.000,411.0,,4305950360000.0,3956617750000.0
- Cổ phiếu phổ thông có quyền biểu quyết,- Cổ phiếu phổ thông có quyền biểu quyết,- Cổ phiếu phổ thông có quyền biểu quyết,411a,,4.305.950.360.000,3.956.617.750.000,,,4305950360000.0,3956617750000.0
2. Thặng dư vốn cổ phần,2. Thặng dư vốn cổ phần,2. Thặng dư vốn cổ phần,412,,332.633.781.211,333.103.781.211,412.0,,332633781211.0,333103781211.0
3. Quỹ đầu tư phát triển,3. Quỹ đầu tư phát triển,3. Quỹ đầu tư phát triển,418,,152.607.772.601,152.607.772.601,418.0,,152607772601.0,152607772601.0
4. Quỹ khác thuộc vốn chủ sở hữu,4. Quỹ khác thuộc vốn chủ sở hữu,4. Quỹ khác thuộc vốn chủ sở hữu,420,,24.890.292.522,24.890.292.522,420.0,,24890292522.0,24890292522.0
5. Lợi nhuận sau thuế chưa phân phối,5. Lợi nhuận sau thuế chưa phân phối,5. Lợi nhuận sau thuế chưa phân phối,421,,507.056.071.051,455.097.758.321,421.0,,507056071051.0,455097758321.0
- LNST chưa phân phối lũy kếđến cuối năm trước,- LNST chưa phân phối lũy kếđến cuối năm trước,- LNST chưa phân phối lũy kếđến cuối năm trước,421a,,450.297.758.321,303.248.012.082,,,450297758321.0,303248012082.0
- LNST chưa phân phối năm nay,- LNST chưa phân phối năm nay,- LNST chưa phân phối năm nay,421b,,56.758.312.730,151.849.746.239,,,56758312730.0,151849746239.0
TỔNG CỘNG NGUỒN VỐN,TỔNG CỘNG NGUỒN VỐN,TỔNG CỘNG NGUỒN VỐN,440,,10.898.545.110.241,9.482.493.705.446,440.0,,10898545110241.0,9482493705446.0
Nguyễn Thị Thanh LoanNgười lập biểu,Nguyễn Thị Thanh LoanNgười lập biểu,Nguyễn Thị Thanh LoanNgười lập biểu,Nguyễn Việt HùngKế toán trường,Nguyễn Việt HùngKế toán trường,Võ Thanh LâmTổng Giám đốc,Võ Thanh LâmTổng Giám đốc,,,,
