row_label_raw,row_label_full,"9. Chi phí sản xuất, kinh doanh dở dang dài hạn",31/12/2024,01/01/2024,numeric__31/12/2024,numeric__01/01/2024
"Các công trình, dự án khác (*)","Các công trình, dự án khác (*)","Các công trình, dự án khác (*)",14.242.923.404,-,14242923404.0,
Cộng,Cộng,Cộng,14.242.923.404,-,14242923404.0,
