row_label_raw,row_label_full,TÀI SẢN,Mã số,Thuyết minh,31/12/2024,01/01/2024,numeric__Mã số,numeric__Thuyết minh,numeric__31/12/2024,numeric__01/01/2024
B. TÀI SẢN DÀI HẠN,B. TÀI SẢN DÀI HẠN,B. TÀI SẢN DÀI HẠN,200,,6.214.855.954.191,4.737.070.274.196,200.0,,6214855954191.0,4737070274196.0
I. Các khoản phải thu dài hạn,I. Các khoản phải thu dài hạn,I. Các khoản phải thu dài hạn,210,,1.791.106.416.437,611.820.816.858,210.0,,1791106416437.0,611820816858.0
1. Trả trước cho người bán dài hạn,1. Trả trước cho người bán dài hạn,1. Trả trước cho người bán dài hạn,212,V.4b,242.386.417.634,-,212.0,,242386417634.0,
2. Phải thu dài hạn khác,2. Phải thu dài hạn khác,2. Phải thu dài hạn khác,216,V.6b,1.548.719.998.803,611.820.816.858,216.0,,1548719998803.0,611820816858.0
II. Tài sản cố định,II. Tài sản cố định,II. Tài sản cố định,220,,9.432.778.596,103.638.262.829,220.0,,9432778596.0,103638262829.0
1. Tài sản cố định hữu hình,1. Tài sản cố định hữu hình,1. Tài sản cố định hữu hình,221,V.10,795.086.840,334.420.655,221.0,,795086840.0,334420655.0
- Nguyên giá,- Nguyên giá,- Nguyên giá,222,,12.311.216.754,12.105.416.824,222.0,,12311216754.0,12105416824.0
- Giá trị hao mòn luỹ kế,- Giá trị hao mòn luỹ kế,- Giá trị hao mòn luỹ kế,223,,(11.516.129.914),(11.770.996.169),223.0,,-11516129914.0,-11770996169.0
2. Tài sản cố định thuê tài chính,2. Tài sản cố định thuê tài chính,2. Tài sản cố định thuê tài chính,224,V.11,1.509.579.008,3.359.248.768,224.0,,1509579008.0,3359248768.0
- Nguyên giá,- Nguyên giá,- Nguyên giá,225,,2.536.092.728,4.963.043.637,225.0,,2536092728.0,4963043637.0
- Giá trị hao mòn luỹ kế,- Giá trị hao mòn luỹ kế,- Giá trị hao mòn luỹ kế,226,,(1.026.513.720),(1.603.794.869),226.0,,-1026513720.0,-1603794869.0
3. Tài sản cố định vô hình,3. Tài sản cố định vô hình,3. Tài sản cố định vô hình,227,V.12,7.128.112.748,99.944.593.406,227.0,,7128112748.0,99944593406.0
- Nguyên giá,- Nguyên giá,- Nguyên giá,228,,20.738.772.647,110.907.616.965,228.0,,20738772647.0,110907616965.0
- Giá trị hao mòn luỹ kế,- Giá trị hao mòn luỹ kế,- Giá trị hao mòn luỹ kế,229,,(13.610.659.899),(10.963.023.559),229.0,,-13610659899.0,-10963023559.0
III. Bất động sản đầu tư,III. Bất động sản đầu tư,III. Bất động sản đầu tư,230,V.13,561.548.148.424,599.868.145.191,230.0,,561548148424.0,599868145191.0
- Nguyên giá,- Nguyên giá,- Nguyên giá,231,,698.120.198.637,714.638.757.004,231.0,,698120198637.0,714638757004.0
- Giá trị hao mòn luỹ kế,- Giá trị hao mòn luỹ kế,- Giá trị hao mòn luỹ kế,232,,(136.572.050.213),(114.770.611.813),232.0,,-136572050213.0,-114770611813.0
IV. Tài sản dở dang dài hạn,IV. Tài sản dở dang dài hạn,IV. Tài sản dở dang dài hạn,240,V.9,14.242.923.404,-,240.0,,14242923404.0,
"1. Chi phí sản xuất, kinh doanh dở dang dài hạn","1. Chi phí sản xuất, kinh doanh dở dang dài hạn","1. Chi phí sản xuất, kinh doanh dở dang dài hạn",241,,14.242.923.404,-,241.0,,14242923404.0,
V. Các khoản đầu tư tài chính dài hạn,V. Các khoản đầu tư tài chính dài hạn,V. Các khoản đầu tư tài chính dài hạn,250,,3.356.466.392.186,2.987.689.314.375,250.0,,3356466392186.0,2987689314375.0
1. Đầu tư vào công ty con,1. Đầu tư vào công ty con,1. Đầu tư vào công ty con,251,V.2c1,2.536.007.183.643,2.568.352.183.643,251.0,,2536007183643.0,2568352183643.0
"2. Đầu tư vào công ty liên doanh, liên kết","2. Đầu tư vào công ty liên doanh, liên kết","2. Đầu tư vào công ty liên doanh, liên kết",252,V.2c2,-,1.000.000.000,252.0,,,1000000000.0
3. Đầu tư góp vốn vào đơn vị khác,3. Đầu tư góp vốn vào đơn vị khác,3. Đầu tư góp vốn vào đơn vị khác,253,V.2c3,855.955.536.584,452.648.450.491,253.0,,855955536584.0,452648450491.0
4. Dự phòng đầu tư tài chính dài hạn,4. Dự phòng đầu tư tài chính dài hạn,4. Dự phòng đầu tư tài chính dài hạn,254,V.2c,(35.496.328.041),(39.311.319.759),254.0,,-35496328041.0,-39311319759.0
5. Đầu tư nắm giữ đến ngày đáo hạn,5. Đầu tư nắm giữ đến ngày đáo hạn,5. Đầu tư nắm giữ đến ngày đáo hạn,255,V.2b2,-,5.000.000.000,255.0,,,5000000000.0
VI. Tài sản dài hạn khác,VI. Tài sản dài hạn khác,VI. Tài sản dài hạn khác,260,,482.059.295.144,434.053.734.943,260.0,,482059295144.0,434053734943.0
1. Chi phí trả trước dài hạn,1. Chi phí trả trước dài hạn,1. Chi phí trả trước dài hạn,261,V.14b,482.059.295.144,428.989.238.891,261.0,,482059295144.0,428989238891.0
2. Tài sản thuế thu nhập hoãn lại,2. Tài sản thuế thu nhập hoãn lại,2. Tài sản thuế thu nhập hoãn lại,262,,- - -,5.064.496.052,262.0,,,5064496052.0
TỔNG CỘNG TÀI SẢN,TỔNG CỘNG TÀI SẢN,TỔNG CỘNG TÀI SẢN,270,,10.898.545.110.241,9.482.493.705.446,270.0,,10898545110241.0,9482493705446.0
