row_label_raw,row_label_full,Bên cho vay,Thời hạn vay,Số dư (VND),Hình thức đảm bảo,numeric__Thời hạn vay,numeric__Số dư (VND),numeric__Hình thức đảm bảo
Công ty Cổ phần Đầu tư Phát triển Bất động sản Đông Sài Gòn,Công ty Cổ phần Đầu tư Phát triển Bất động sản Đông Sài Gòn,Công ty Cổ phần Đầu tư Phát triển Bất động sản Đông Sài Gòn,Từ 16/8/2024 đến 16/8/2025,23.127.000.000,Tín chấp,,23127000000.0,
Công ty Cổ phần Đầu tư Thành Thành Công,Công ty Cổ phần Đầu tư Thành Thành Công,Công ty Cổ phần Đầu tư Thành Thành Công,Theo từng lần giải ngân,22.280.000.000,Tín chấp,,22280000000.0,
Công ty Cổ phần Khu công nghiệp Thành Thành Công,Công ty Cổ phần Khu công nghiệp Thành Thành Công,Công ty Cổ phần Khu công nghiệp Thành Thành Công,Từ 25/6/2024 đến 25/6/2025,163.857.386.180,Tín chấp,,163857386180.0,
Công ty Cổ phần Khai thác và Quản lý KCN Đặng Huỳnh,Công ty Cổ phần Khai thác và Quản lý KCN Đặng Huỳnh,Công ty Cổ phần Khai thác và Quản lý KCN Đặng Huỳnh,Từ 26/12/2024 đến 26/12/2025,226.335.000.000,Tín chấp,,226335000000.0,
Công ty Cổ phần Đầu tư Hạ tầng Cụm Công nghiệp Tân Hội,Công ty Cổ phần Đầu tư Hạ tầng Cụm Công nghiệp Tân Hội,Công ty Cổ phần Đầu tư Hạ tầng Cụm Công nghiệp Tân Hội,Từ 13/12/2024 đến 13/6/2025,11.560.000.000,Tín chấp,,11560000000.0,
Bà Huỳnh Bích Ngọc,Bà Huỳnh Bích Ngọc,Bà Huỳnh Bích Ngọc,Tự động tái tục,16.666.500.000,Tín chấp,,16666500000.0,
Công ty Cổ phần Mai Lan,Công ty Cổ phần Mai Lan,Công ty Cổ phần Mai Lan,Từ 16/12/2024 đến 16/12/2025,9.261.808.603,Tín chấp,,9261808603.0,
