row_label_raw,row_label_full,a. Chứng khoán kinh doanh > Cổ phiếu Ngân hàng TMCP Công Thương Việt Nam (CTG),31/12/2024 > Giá gốc > 2.863.432,31/12/2024 > Giá trị hợp lý > 2.863.432,31/12/2024 > Dự phòng > -,01/01/2024 > Giá gốc > 2.863.432,01/01/2024 > Giá trị hợp lý > 2.863.432,01/01/2024 > Dự phòng > -,numeric__31/12/2024 > Giá gốc > 2.863.432,numeric__31/12/2024 > Giá trị hợp lý > 2.863.432,numeric__31/12/2024 > Dự phòng > -,numeric__01/01/2024 > Giá gốc > 2.863.432,numeric__01/01/2024 > Giá trị hợp lý > 2.863.432,numeric__01/01/2024 > Dự phòng > -
Cộng,Cộng,Cộng,2.863.432,2.863.432,-,2.863.432,2.863.432,-,2863432.0,2863432.0,,2863432.0,2863432.0,
b. Đầu tư nắm giữ đến ngày đáo hạn,b. Đầu tư nắm giữ đến ngày đáo hạn,b. Đầu tư nắm giữ đến ngày đáo hạn,,,31/12/2024,31/12/2024,01/01/2024,01/01/2024,,,,,,
b. Đầu tư nắm giữ đến ngày đáo hạn,b. Đầu tư nắm giữ đến ngày đáo hạn,b. Đầu tư nắm giữ đến ngày đáo hạn,,,Giá gốc,Giá trị ghi số,Giá gốc,Giá trị ghi số,,,,,,
b.1 Ngân hạn,b. Đầu tư nắm giữ đến ngày đáo hạn > b.1 Ngân hạn,b.1 Ngân hạn,,,55.838.890.579,55.838.890.579,10.880.000.000,10.880.000.000,,,55838890579.0,55838890579.0,10880000000.0,10880000000.0
Tiền gửi có kỳ hạn trên 3 đến dưới 12 tháng (*),b. Đầu tư nắm giữ đến ngày đáo hạn > Tiền gửi có kỳ hạn trên 3 đến dưới 12 tháng (*),Tiền gửi có kỳ hạn trên 3 đến dưới 12 tháng (*),,,55.838.890.579,55.838.890.579,10.880.000.000,10.880.000.000,,,55838890579.0,55838890579.0,10880000000.0,10880000000.0
b.2 Dài hạn,b. Đầu tư nắm giữ đến ngày đáo hạn > b.2 Dài hạn,b.2 Dài hạn,,,-,-,5.000.000.000,5.000.000.000,,,,,5000000000.0,5000000000.0
Tiền gửi có kỳ hạn còn lại trên 12 tháng,b. Đầu tư nắm giữ đến ngày đáo hạn > Tiền gửi có kỳ hạn còn lại trên 12 tháng,Tiền gửi có kỳ hạn còn lại trên 12 tháng,,,-,-,5.000.000.000,5.000.000.000,,,,,5000000000.0,5000000000.0
Cộng,b. Đầu tư nắm giữ đến ngày đáo hạn > Cộng,Cộng,,,55.838.890.579,55.838.890.579,15.880.000.000,15.880.000.000,,,55838890579.0,55838890579.0,15880000000.0,15880000000.0
