row_label_raw,row_label_full,Ngày 31 tháng 12 năm 2024,Dưới 1 năm,Từ 1-5 năm,Trên 5 năm,Tổng cộng,numeric__Dưới 1 năm,numeric__Từ 1-5 năm,numeric__Trên 5 năm,numeric__Tổng cộng
Các khoản vay và nợ,Các khoản vay và nợ,Các khoản vay và nợ,1.543.098.322.850,1.324.815.830.342,91.607.000.000,2.959.521.153.192,1543098322850.0,1324815830342.0,91607000000.0,2959521153192.0
Phải trả người bán,Phải trả người bán,Phải trả người bán,312.402.127.111,-,-,312.402.127.111,312402127111.0,,,312402127111.0
"Các khoản phải trả, phải nộp khác và chi phí phải trả","Các khoản phải trả, phải nộp khác và chi phí phải trả","Các khoản phải trả, phải nộp khác và chi phí phải trả",1.023.555.960.240,144.661.097.469,-,1.168.217.057.709,1023555960240.0,144661097469.0,,1168217057709.0
Cộng,Cộng,Cộng,2.879.056.410.201,1.469.476.927.811,91.607.000.000,4.440.140.338.012,2879056410201.0,1469476927811.0,91607000000.0,4440140338012.0
Ngày 31 tháng 12 năm 2023,Ngày 31 tháng 12 năm 2023,Ngày 31 tháng 12 năm 2023,Dưới 1 năm,Từ 1-5 năm,Trên 5 năm,Tổng cộng,,,,
Các khoản vay và nợ,Ngày 31 tháng 12 năm 2023 > Các khoản vay và nợ,Các khoản vay và nợ,1.466.658.658.903,276.072.033.315,696.387.033.144,2.439.117.725.362,1466658658903.0,276072033315.0,696387033144.0,2439117725362.0
Phải trả người bán,Ngày 31 tháng 12 năm 2023 > Phải trả người bán,Phải trả người bán,194.846.231.431,-,-,194.846.231.431,194846231431.0,,,194846231431.0
"Các khoản phải trả, phải nộp khác và chi phí phải trả","Ngày 31 tháng 12 năm 2023 > Các khoản phải trả, phải nộp khác và chi phí phải trả","Các khoản phải trả, phải nộp khác và chi phí phải trả",1.047.749.894.436,159.855.451.851,-,1.207.605.346.287,1047749894436.0,159855451851.0,,1207605346287.0
Cộng,Ngày 31 tháng 12 năm 2023 > Cộng,Cộng,2.709.254.784.770,435.927.485.166,696.387.033.144,3.841.569.303.080,2709254784770.0,435927485166.0,696387033144.0,3841569303080.0
