row_label_raw,row_label_full,Phải thu khác,31/12/2024 > Giá trị,31/12/2024 > Dự phòng,01/01/2024 > Giá trị,01/01/2024 > Dự phòng,numeric__31/12/2024 > Giá trị,numeric__31/12/2024 > Dự phòng,numeric__01/01/2024 > Giá trị,numeric__01/01/2024 > Dự phòng
a. Ngắn hạn,a. Ngắn hạn,a. Ngắn hạn,363.802.162.081,(4.604.229.924),767.574.892.853,(3.577.408.006),363802162081.0,-4604229924.0,767574892853.0,-3577408006.0
Phải thu về lãi tiền gửi và lãi cho vay (1),Phải thu về lãi tiền gửi và lãi cho vay (1),Phải thu về lãi tiền gửi và lãi cho vay (1),196.816.435.828,-,372.545.980.419,-,196816435828.0,,372545980419.0,
Phải thu lãi từ hợp tác kinh doanh,Phải thu lãi từ hợp tác kinh doanh,Phải thu lãi từ hợp tác kinh doanh,-,-,122.949.704.477,-,,,122949704477.0,
Tạm ứng cho nhân viên,Tạm ứng cho nhân viên,Tạm ứng cho nhân viên,38.313.905.832,-,21.532.528.952,-,38313905832.0,,21532528952.0,
Phải thu ủy thác đầu tư,Phải thu ủy thác đầu tư,Phải thu ủy thác đầu tư,38.603.753.916,-,84.493.391.551,-,38603753916.0,,84493391551.0,
"Phải thu cổ tức, lợi nhuận được chia","Phải thu cổ tức, lợi nhuận được chia","Phải thu cổ tức, lợi nhuận được chia",12.663.619.640,-,102.020.247.879,-,12663619640.0,,102020247879.0,
Phải thu từ góp vốn hợp tác kinh doanh,Phải thu từ góp vốn hợp tác kinh doanh,Phải thu từ góp vốn hợp tác kinh doanh,35.971.173.667,-,24.728.173.667,-,35971173667.0,,24728173667.0,
"Ký cược, ký quỹ","Ký cược, ký quỹ","Ký cược, ký quỹ",176.400.000,-,294.400.000,-,176400000.0,,294400000.0,
Các khoản phải thu khác,Các khoản phải thu khác,Các khoản phải thu khác,41.256.873.198,(4.604.229.924),39.010.465.908,(3.577.408.006),41256873198.0,-4604229924.0,39010465908.0,-3577408006.0
