row_label_raw,row_label_full,CHỈ TIÊU,Mã số,Thuyết minh,Năm 2024,Năm 2023,numeric__Mã số,numeric__Thuyết minh,numeric__Năm 2024,numeric__Năm 2023
1. Doanh thu bán hàng và cung cấp dịch vụ,1. Doanh thu bán hàng và cung cấp dịch vụ,1. Doanh thu bán hàng và cung cấp dịch vụ,01,VI.1,684.213.384.864,287.351.274.170,1.0,,684213384864.0,287351274170.0
2. Các khoản giảm trừ doanh thu,2. Các khoản giảm trừ doanh thu,2. Các khoản giảm trừ doanh thu,02,VI.2,1.049.691.125,72.740.956,2.0,,1049691125.0,72740956.0
3. Doanh thu thuần về bán hàng và cung cấp dịch vụ,3. Doanh thu thuần về bán hàng và cung cấp dịch vụ,3. Doanh thu thuần về bán hàng và cung cấp dịch vụ,10,VI.3,683.163.693.739,287.278.533.214,10.0,,683163693739.0,287278533214.0
4. Giá vốn hàng bán,4. Giá vốn hàng bán,4. Giá vốn hàng bán,11,VI.4,749.545.704.322,186.655.612.211,11.0,,749545704322.0,186655612211.0
5. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ (20 = 10 -11),5. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ (20 = 10 -11),5. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ (20 = 10 -11),20,,(66.382.010.583),100.622.921.003,20.0,,-66382010583.0,100622921003.0
6. Doanh thu hoạt động tài chính,6. Doanh thu hoạt động tài chính,6. Doanh thu hoạt động tài chính,21,VI.5,445.295.998.169,373.471.307.678,21.0,,445295998169.0,373471307678.0
7. Chi phí tài chính,7. Chi phí tài chính,7. Chi phí tài chính,22,VI.6,259.741.892.922,214.437.916.997,22.0,,259741892922.0,214437916997.0
Trong đó: Chi phí lãi vay,Trong đó: Chi phí lãi vay,Trong đó: Chi phí lãi vay,23,,256.067.656.994,240.935.732.603,23.0,,256067656994.0,240935732603.0
8. Chi phí bán hàng,8. Chi phí bán hàng,8. Chi phí bán hàng,25,VI.7a,18.935.683.054,15.443.899.651,25.0,,18935683054.0,15443899651.0
9. Chi phí quản lý doanh nghiệp,9. Chi phí quản lý doanh nghiệp,9. Chi phí quản lý doanh nghiệp,26,VI.7b,30.766.168.131,84.418.574.447,26.0,,30766168131.0,84418574447.0
10. Lợi nhuận thuần từ hoạt động kinh doanh (30 = 20 + (21 - 22) - (25 + 26)),10. Lợi nhuận thuần từ hoạt động kinh doanh (30 = 20 + (21 - 22) - (25 + 26)),10. Lợi nhuận thuần từ hoạt động kinh doanh (30 = 20 + (21 - 22) - (25 + 26)),30,,69.470.243.479,159.793.837.586,30.0,,69470243479.0,159793837586.0
11. Thu nhập khác,11. Thu nhập khác,11. Thu nhập khác,31,VI.8,16.314.233.604,5.453.404.842,31.0,,16314233604.0,5453404842.0
12. Chi phí khác,12. Chi phí khác,12. Chi phí khác,32,VI.9,8.413.201.993,22.656.635.744,32.0,,8413201993.0,22656635744.0
13. Lợi nhuận khác (40 = 31 - 32),13. Lợi nhuận khác (40 = 31 - 32),13. Lợi nhuận khác (40 = 31 - 32),40,,7.901.031.611,(17.203.230.902),40.0,,7901031611.0,-17203230902.0
14. Tổng lợi nhuận kế toán trước thuế (50 = 30 + 40),14. Tổng lợi nhuận kế toán trước thuế (50 = 30 + 40),14. Tổng lợi nhuận kế toán trước thuế (50 = 30 + 40),50,,77.371.275.090,142.590.606.684,50.0,,77371275090.0,142590606684.0
15. Chi phí thuế TNDN hiện hành,15. Chi phí thuế TNDN hiện hành,15. Chi phí thuế TNDN hiện hành,51,VI.10,15.548.466.308,(4.194.643.503),51.0,,15548466308.0,-4194643503.0
16. Chi phí thuế TNDN hoãn lại,16. Chi phí thuế TNDN hoãn lại,16. Chi phí thuế TNDN hoãn lại,52,,5.064.496.052,(5.064.496.052),52.0,,5064496052.0,-5064496052.0
17. Lợi nhuận sau thuế thu nhập doanh nghiệp (60 = 50 - 51 -52),17. Lợi nhuận sau thuế thu nhập doanh nghiệp (60 = 50 - 51 -52),17. Lợi nhuận sau thuế thu nhập doanh nghiệp (60 = 50 - 51 -52),60,,56.758.312.730,151.849.746.239,60.0,,56758312730.0,151849746239.0
