row_label_raw,row_label_full,Hội đồng Quản trị,Hội đồng Quản trị_1,Hội đồng Quản trị_2,numeric__Hội đồng Quản trị_1,numeric__Hội đồng Quản trị_2
Ông,Ông,Ông,Phạm Trung Kiên,Thành viên độc lập và không điều hành (bổ nhiệm ngày 23/4/2024),,
Ông,Ông,Ông,Lê Quang Vũ,Thành viên độc lập và không điều hành (bổ nhiệm ngày 23/4/2024),,
Bà,Bà,Bà,Trần Diệp Phượng Nhi,Thành viên (miễn nhiệm ngày 23/4/2024),,
Ông,Ông,Ông,Hoàng Mạnh Tiến,Thành viên (miễn nhiệm ngày 23/4/2024),,
Ủy ban Kiểm toán,Ủy ban Kiểm toán,Ủy ban Kiểm toán,Ủy ban Kiểm toán,Ủy ban Kiểm toán,,
Ông,Ông,Ông,Phạm Trung Kiên,Chủ tịch (bổ nhiệm ngày 23/4/2024),,
Ông,Ông,Ông,Hoàng Mạnh Tiến,Chủ tịch (miễn nhiệm ngày 23/4/2024),,
Ông,Ông,Ông,Lê Quang Vũ,Thành viên (bổ nhiệm ngày 23/4/2024),,
Ông,Ông,Ông,Nguyễn Thành Chương,Thành viên (miễn nhiệm ngày 23/4/2024),,
Bà,Bà,Bà,Trần Diệp Phượng Nhi,Thành viên (miễn nhiệm ngày 23/4/2024),,
Ban Tổng Giám đốc và Kế toán trưởng,Ban Tổng Giám đốc và Kế toán trưởng,Ban Tổng Giám đốc và Kế toán trưởng,Ban Tổng Giám đốc và Kế toán trưởng,Ban Tổng Giám đốc và Kế toán trưởng,,
Ông,Ông,Ông,Võ Thanh Lâm,Tổng Giám đốc (bổ nhiệm ngày 23/4/2024)Phó Tổng Giám đốc (bổ nhiệm ngày 05/02/2024 và miễn nhiệm vào ngày 23/4/2024),,
Ông,Ông,Ông,Võ Quốc Khánh,Tổng Giám đốc (miễn nhiệm ngày 23/4/2024),,
Bà,Bà,Bà,Đính Thị Ngọc Trang,Phó Tổng Giám đốc (bổ nhiệm ngày 05/3/2024),,
Bà,Bà,Bà,Nguyễn Thị Nghi,Phó Tổng Giám đốc (bổ nhiệm ngày 26/8/2024),,
Ông,Ông,Ông,Nguyễn Việt Hùng,Kế toán trưởng (bổ nhiệm ngày 01/4/2024),,
Bà,Bà,Bà,Trần Thị Phương Loan,Kế toán trưởng (miễn nhiệm ngày 01/4/2024),,
