row_label_raw,row_label_full,col_0,Dự phòng chungTriệu VND,Dự phòng cụ thể (i)Triệu VND,Dự phòng rủi ro cho vay giao dịch ký quỹTriệu VND,Tổng cộngTriệu VND,numeric__Dự phòng chungTriệu VND,numeric__Dự phòng cụ thể (i)Triệu VND,numeric__Dự phòng rủi ro cho vay giao dịch ký quỹTriệu VND,numeric__Tổng cộngTriệu VND
Số dư tại ngày 1 tháng 1 năm 2020Trích lập/(hoàn nhập) trong năm(Thuyết minh 31),Số dư tại ngày 1 tháng 1 năm 2020Trích lập/(hoàn nhập) trong năm(Thuyết minh 31),Số dư tại ngày 1 tháng 1 năm 2020Trích lập/(hoàn nhập) trong năm(Thuyết minh 31),1.963.715,447.036,124.938,2.535.689,1963715.0,447036.0,124938.0,2535689.0
Số dư tại ngày 1 tháng 1 năm 2020Trích lập/(hoàn nhập) trong năm(Thuyết minh 31),Số dư tại ngày 1 tháng 1 năm 2020Trích lập/(hoàn nhập) trong năm(Thuyết minh 31),Số dư tại ngày 1 tháng 1 năm 2020Trích lập/(hoàn nhập) trong năm(Thuyết minh 31),298.000,352.404,(8.737),641.667,298000.0,352404.0,-8737.0,641667.0
Sử dụng trong năm,Sử dụng trong năm,Sử dụng trong năm,-,(226.992),-,(226.992),,-226992.0,,-226992.0
Số dư tại ngày 31 tháng 12 năm 2020Trích lập trong năm (Thuyết minh 31),Số dư tại ngày 31 tháng 12 năm 2020Trích lập trong năm (Thuyết minh 31),Số dư tại ngày 31 tháng 12 năm 2020Trích lập trong năm (Thuyết minh 31),2.261.715,572.448,116.201,2.950.364,2261715.0,572448.0,116201.0,2950364.0
Số dư tại ngày 31 tháng 12 năm 2020Trích lập trong năm (Thuyết minh 31),Số dư tại ngày 31 tháng 12 năm 2020Trích lập trong năm (Thuyết minh 31),Số dư tại ngày 31 tháng 12 năm 2020Trích lập trong năm (Thuyết minh 31),407.164,2.928.945,-,3.336.109,407164.0,2928945.0,,3336109.0
Sử dụng trong năm,Sử dụng trong năm,Sử dụng trong năm,-,(424.885),-,(424.885),,-424885.0,,-424885.0
Số dư tại ngày 31 tháng 12 năm 2021,Số dư tại ngày 31 tháng 12 năm 2021,Số dư tại ngày 31 tháng 12 năm 2021,2.668.879,3.076.508,116.201,5.861.588,2668879.0,3076508.0,116201.0,5861588.0
