row_label_raw,row_label_full,col_0,31.12.2021Triệu VND,31.12.2020Triệu VND,numeric__31.12.2021Triệu VND,numeric__31.12.2020Triệu VND
Cho vay các bên liên quan khác (i),Cho vay các bên liên quan khác (i),Cho vay các bên liên quan khác (i),98.580,49.675,98580.0,49675.0
Vay từ các bên liên quan khác (i),Vay từ các bên liên quan khác (i),Vay từ các bên liên quan khác (i),29.000,-,29000.0,
Tiền gửi của công ty liên doanh và liên kết,Tiền gửi của công ty liên doanh và liên kết,Tiền gửi của công ty liên doanh và liên kết,-,39.996,,39996.0
Tiền gửi của các bên liên quan khác (i),Tiền gửi của các bên liên quan khác (i),Tiền gửi của các bên liên quan khác (i),1.084.890,966.552,1084890.0,966552.0
Giấy tờ có giá phát hành cho các bên liên quan khác (i),Giấy tờ có giá phát hành cho các bên liên quan khác (i),Giấy tờ có giá phát hành cho các bên liên quan khác (i),-,31.000,,31000.0
Giấy tờ có giá phát hành cho công ty liên doanh,Giấy tờ có giá phát hành cho công ty liên doanh,Giấy tờ có giá phát hành cho công ty liên doanh,-,7.000,,7000.0
Lãi dự thu từ các khoản cho vay các bên liên quan khác (i),Lãi dự thu từ các khoản cho vay các bên liên quan khác (i),Lãi dự thu từ các khoản cho vay các bên liên quan khác (i),297,261,297.0,261.0
Lãi dự chi cho tiền gửi của công ty liên doanh và liên kết,Lãi dự chi cho tiền gửi của công ty liên doanh và liên kết,Lãi dự chi cho tiền gửi của công ty liên doanh và liên kết,-,478,,478.0
Lãi dự chi cho tiền gửi của các bên liên quan khác (i),Lãi dự chi cho tiền gửi của các bên liên quan khác (i),Lãi dự chi cho tiền gửi của các bên liên quan khác (i),25.380,40.893,25380.0,40893.0
Lãi dự chi cho tiền vay từ các bên liên quan khác (i),Lãi dự chi cho tiền vay từ các bên liên quan khác (i),Lãi dự chi cho tiền vay từ các bên liên quan khác (i),177,-,177.0,
Lãi dự chi giấy tờ có giá phát hành cho các bên liên quan khác (i),Lãi dự chi giấy tờ có giá phát hành cho các bên liên quan khác (i),Lãi dự chi giấy tờ có giá phát hành cho các bên liên quan khác (i),-,643,,643.0
Lãi dự chi giấy tờ có giá phát hành cho công ty liên doanh,Lãi dự chi giấy tờ có giá phát hành cho công ty liên doanh,Lãi dự chi giấy tờ có giá phát hành cho công ty liên doanh,-,24,,24.0
