row_label_raw,row_label_full,col_0,Miền Bắc Triệu VND,Miền Trung Triệu VND,Miền Nam Triệu VND,Loại trừ Triệu VND,Tổng cộng Triệu VND,numeric__Miền Bắc Triệu VND,numeric__Miền Trung Triệu VND,numeric__Miền Nam Triệu VND,numeric__Loại trừ Triệu VND,numeric__Tổng cộng Triệu VND
Tài sản,Tài sản,Tài sản,82.964.143,40.393.158,449.599.668,(128.426.865),444.530.104,82964143.0,40393158.0,449599668.0,-128426865.0,444530104.0
Nợ phải trả,Nợ phải trả,Nợ phải trả,81.739.998,39.735.386,414.162.993,(126.556.436),409.081.941,81739998.0,39735386.0,414162993.0,-126556436.0,409081941.0
Kết quả kinh doanh bộ phận,Kết quả kinh doanh bộ phận,Kết quả kinh doanh bộ phận,1.231.179,662.603,7.721.818,(19.712),9.595.888,1231179.0,662603.0,7721818.0,-19712.0,9595888.0
