row_label_raw,row_label_full,col_0,31.12.2021Triệu VND,31.12.2020Triệu VND,numeric__31.12.2021Triệu VND,numeric__31.12.2020Triệu VND
Các khoản phải trả nội bộ,Các khoản phải trả nội bộ,Các khoản phải trả nội bộ,1.367.481,1.451.095,1367481.0,1451095.0
Các khoản phải trả cho bên ngoài,Các khoản phải trả cho bên ngoài,Các khoản phải trả cho bên ngoài,,,,
- Chuyển tiền phải trả,Các khoản phải trả cho bên ngoài > - Chuyển tiền phải trả,- Chuyển tiền phải trả,446.755,313.272,446755.0,313272.0
- Các khoản phải nộp Ngân sách Nhà nước (Thuyết minh 36),Các khoản phải trả cho bên ngoài > - Các khoản phải nộp Ngân sách Nhà nước (Thuyết minh 36),- Các khoản phải nộp Ngân sách Nhà nước (Thuyết minh 36),540.509,385.891,540509.0,385891.0
- Tiền giữ hộ và đợi thanh toán,Các khoản phải trả cho bên ngoài > - Tiền giữ hộ và đợi thanh toán,- Tiền giữ hộ và đợi thanh toán,143.411,138.387,143411.0,138387.0
- Các khoản chờ thanh toán,Các khoản phải trả cho bên ngoài > - Các khoản chờ thanh toán,- Các khoản chờ thanh toán,618.960,944.493,618960.0,944493.0
- Phải trả khác,Các khoản phải trả cho bên ngoài > - Phải trả khác,- Phải trả khác,825.708,209.395,825708.0,209395.0
Thu nhập chưa thực hiện (i),Các khoản phải trả cho bên ngoài > Thu nhập chưa thực hiện (i),Thu nhập chưa thực hiện (i),7.935.026,1.824,7935026.0,1824.0
"Quỹ khen thưởng, phúc lợi (ii)","Các khoản phải trả cho bên ngoài > Quỹ khen thưởng, phúc lợi (ii)","Quỹ khen thưởng, phúc lợi (ii)",351.510,202.993,351510.0,202993.0
Quỹ phát triển khoa học và công nghệ (iii),Các khoản phải trả cho bên ngoài > Quỹ phát triển khoa học và công nghệ (iii),Quỹ phát triển khoa học và công nghệ (iii),1.053.537,1.100.000,1053537.0,1100000.0
,,,13.282.897,4.747.350,13282897.0,4747350.0
