row_label_raw,row_label_full,col_0,31.12.2021Triệu VND,31.12.2020Triệu VND,numeric__31.12.2021Triệu VND,numeric__31.12.2020Triệu VND
Thương mại,Thương mại,Thương mại,64.873.612,55.608.986,64873612.0,55608986.0
"Nông, lâm nghiệp","Nông, lâm nghiệp","Nông, lâm nghiệp",1.185.011,1.073.201,1185011.0,1073201.0
Sản xuất và gia công chế biến,Sản xuất và gia công chế biến,Sản xuất và gia công chế biến,24.686.873,24.652.866,24686873.0,24652866.0
Xây dựng,Xây dựng,Xây dựng,16.141.702,14.862.172,16141702.0,14862172.0
Dịch vụ cá nhân và cộng đồng,Dịch vụ cá nhân và cộng đồng,Dịch vụ cá nhân và cộng đồng,8.900.766,7.345.463,8900766.0,7345463.0
"Kho bãi, giao thông vận tải và thông tin liên lạc","Kho bãi, giao thông vận tải và thông tin liên lạc","Kho bãi, giao thông vận tải và thông tin liên lạc",3.767.070,3.498.043,3767070.0,3498043.0
Giáo dục và đào tạo,Giáo dục và đào tạo,Giáo dục và đào tạo,809.941,755.582,809941.0,755582.0
Tư vấn và kinh doanh bất động sản,Tư vấn và kinh doanh bất động sản,Tư vấn và kinh doanh bất động sản,5.375.667,4.747.605,5375667.0,4747605.0
Nhà hàng và khách sạn,Nhà hàng và khách sạn,Nhà hàng và khách sạn,2.347.208,2.718.319,2347208.0,2718319.0
Dịch vụ tài chính,Dịch vụ tài chính,Dịch vụ tài chính,89.189,90.739,89189.0,90739.0
Các ngành nghề khác,Các ngành nghề khác,Các ngành nghề khác,233.735.499,196.126.013,233735499.0,196126013.0
,,,361.912.538,311.478.989,361912538.0,311478989.0
