row_label_raw,row_label_full,col_0,31.12.2021Triệu VND,31.12.2020Triệu VND,numeric__31.12.2021Triệu VND,numeric__31.12.2020Triệu VND
"Tài sản, GTCG nhận thế chấp, cầm cố và chiết khấu của khách hàng","Tài sản, GTCG nhận thế chấp, cầm cố và chiết khấu của khách hàng","Tài sản, GTCG nhận thế chấp, cầm cố và chiết khấu của khách hàng","Tài sản, GTCG nhận thế chấp, cầm cố và chiết khấu của khách hàng","Tài sản, GTCG nhận thế chấp, cầm cố và chiết khấu của khách hàng",,
Bất động sản,"Tài sản, GTCG nhận thế chấp, cầm cố và chiết khấu của khách hàng > Bất động sản",Bất động sản,676.049.972,596.168.788,676049972.0,596168788.0
Hàng tồn kho,"Tài sản, GTCG nhận thế chấp, cầm cố và chiết khấu của khách hàng > Hàng tồn kho",Hàng tồn kho,569.280,331.252,569280.0,331252.0
"Máy móc, thiết bị","Tài sản, GTCG nhận thế chấp, cầm cố và chiết khấu của khách hàng > Máy móc, thiết bị","Máy móc, thiết bị",4.305.861,4.210.884,4305861.0,4210884.0
Giấy tờ có giá,"Tài sản, GTCG nhận thế chấp, cầm cố và chiết khấu của khách hàng > Giấy tờ có giá",Giấy tờ có giá,23.927.788,21.640.208,23927788.0,21640208.0
Trong đó:- GTCG do doanh nghiệp phát hành,"Tài sản, GTCG nhận thế chấp, cầm cố và chiết khấu của khách hàng > Trong đó:- GTCG do doanh nghiệp phát hành",Trong đó:- GTCG do doanh nghiệp phát hành,23.927.788,21.640.208,23927788.0,21640208.0
Tài sản khác,"Tài sản, GTCG nhận thế chấp, cầm cố và chiết khấu của khách hàng > Tài sản khác",Tài sản khác,14.153.147,13.912.810,14153147.0,13912810.0
,,,719.006.048,636.263.942,719006048.0,636263942.0
"Tài sản, GTCG nhận thế chấp, cầm cố và chiết khấu, tái chiết khấu của các tổ chức tín dụng khác","Tài sản, GTCG nhận thế chấp, cầm cố và chiết khấu, tái chiết khấu của các tổ chức tín dụng khác","Tài sản, GTCG nhận thế chấp, cầm cố và chiết khấu, tái chiết khấu của các tổ chức tín dụng khác","Tài sản, GTCG nhận thế chấp, cầm cố và chiết khấu, tái chiết khấu của các tổ chức tín dụng khác","Tài sản, GTCG nhận thế chấp, cầm cố và chiết khấu, tái chiết khấu của các tổ chức tín dụng khác",,
Bất động sản,"Tài sản, GTCG nhận thế chấp, cầm cố và chiết khấu, tái chiết khấu của các tổ chức tín dụng khác > Bất động sản",Bất động sản,694.569,658.907,694569.0,658907.0
Giấy tờ có giá,"Tài sản, GTCG nhận thế chấp, cầm cố và chiết khấu, tái chiết khấu của các tổ chức tín dụng khác > Giấy tờ có giá",Giấy tờ có giá,5.991.000,7.188.000,5991000.0,7188000.0
Tài sản khác,"Tài sản, GTCG nhận thế chấp, cầm cố và chiết khấu, tái chiết khấu của các tổ chức tín dụng khác > Tài sản khác",Tài sản khác,15.527.960,1.412.100,15527960.0,1412100.0
,,,22.213.529,9.259.007,22213529.0,9259007.0
"Tổng tài sản, GTCG nhận thế chấp, cầm cố và chiết khấu, tái chiết khấu","Tài sản, GTCG nhận thế chấp, cầm cố và chiết khấu, tái chiết khấu của các tổ chức tín dụng khác > Tổng tài sản, GTCG nhận thế chấp, cầm cố và chiết khấu, tái chiết khấu","Tổng tài sản, GTCG nhận thế chấp, cầm cố và chiết khấu, tái chiết khấu",741.219.577,645.522.949,741219577.0,645522949.0
