row_label_raw,row_label_full,Khoản mục,Quyền sử dụng đất,Phần mềm máy vi tính,"Nhăn hiệu, tên thương mại","Bản quyền, bằng sáng chế",Đơn vị tính: VND Cộng,numeric__Quyền sử dụng đất,numeric__Phần mềm máy vi tính,"numeric__Nhăn hiệu, tên thương mại","numeric__Bản quyền, bằng sáng chế",numeric__Đơn vị tính: VND Cộng
Nguyên giá,Nguyên giá,Nguyên giá,,,,,,,,,,
Số dư ngày 01/01/2019,Nguyên giá > Số dư ngày 01/01/2019,Số dư ngày 01/01/2019,23.350.001.161,11.214.191.473,267.227.596,-,34.831.420.230,23350001161.0,11214191473.0,267227596.0,,34831420230.0
Mua trong năm,Nguyên giá > Mua trong năm,Mua trong năm,568.430.659,3.713.483.601,-,208.518.000,4.490.432.260,568430659.0,3713483601.0,,208518000.0,4490432260.0
Số dư ngày 31/12/2019,Nguyên giá > Số dư ngày 31/12/2019,Số dư ngày 31/12/2019,23.918.431.820,14.927.675.074,267.227.596,208.518.000,39.321.852.490,23918431820.0,14927675074.0,267227596.0,208518000.0,39321852490.0
Giá trị hao mòn luỹ kế,Giá trị hao mòn luỹ kế,Giá trị hao mòn luỹ kế,,,,,,,,,,
Số dư ngày 01/01/2019,Giá trị hao mòn luỹ kế > Số dư ngày 01/01/2019,Số dư ngày 01/01/2019,1.479.944.183,4.085.270.059,267.227.596,-,5.832.441.838,1479944183.0,4085270059.0,267227596.0,,5832441838.0
Khấu hao trong năm,Giá trị hao mòn luỹ kế > Khấu hao trong năm,Khấu hao trong năm,490.459.012,2.045.752.929,-,119.227.104,2.655.439.045,490459012.0,2045752929.0,,119227104.0,2655439045.0
Số dư ngày 31/12/2019,Giá trị hao mòn luỹ kế > Số dư ngày 31/12/2019,Số dư ngày 31/12/2019,1.970.403.195,6.131.022.988,267.227.596,119.227.104,8.487.880.883,1970403195.0,6131022988.0,267227596.0,119227104.0,8487880883.0
Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,,-,,,,,,,,
Tại ngày 01/01/2019,Giá trị còn lại > Tại ngày 01/01/2019,Tại ngày 01/01/2019,21.870.056.978,7.128.921.414,-,-,28.998.978.392,21870056978.0,7128921414.0,,,28998978392.0
Tại ngày 31/12/2019,Giá trị còn lại > Tại ngày 31/12/2019,Tại ngày 31/12/2019,21.948.028.625,8.796.652.086,-,89.290.896,30.833.971.607,21948028625.0,8796652086.0,,89290896.0,30833971607.0
