row_label_raw,row_label_full,col_0,31/12/2019,31/12/2019_1,01/01/2019,01/01/2019_1,numeric__31/12/2019,numeric__31/12/2019_1,numeric__01/01/2019,numeric__01/01/2019_1
,,,Giá gốc,Số có khả năng trả nợ,Giá gốc,Số có khả năng trả nợ,,,,
Ngắn hạn,Ngắn hạn,Ngắn hạn,Ngắn hạn,Ngắn hạn,Ngắn hạn,Ngắn hạn,,,,
Công ty TNHH Dịch vụ và Thương mại Đức Thảo,Ngắn hạn > Công ty TNHH Dịch vụ và Thương mại Đức Thảo,Công ty TNHH Dịch vụ và Thương mại Đức Thảo,-,-,30.790.735.350,30.790.735.350,,,30790735350.0,30790735350.0
Công ty CP Đầu tư và Phát triển đồ thị Xanh,Ngắn hạn > Công ty CP Đầu tư và Phát triển đồ thị Xanh,Công ty CP Đầu tư và Phát triển đồ thị Xanh,34.130.886.229,34.130.886.229,-,-,34130886229.0,34130886229.0,,
Công ty TNHH Xây dựng Mai Quang - CN Phú Quốc,Ngắn hạn > Công ty TNHH Xây dựng Mai Quang - CN Phú Quốc,Công ty TNHH Xây dựng Mai Quang - CN Phú Quốc,9.442.892.564,9.442.892.564,34.630.581.261,34.630.581.261,9442892564.0,9442892564.0,34630581261.0,34630581261.0
Công ty TNHH MTV Đầu tư Bảo Việt,Ngắn hạn > Công ty TNHH MTV Đầu tư Bảo Việt,Công ty TNHH MTV Đầu tư Bảo Việt,15.000.000.000,15.000.000.000,-,-,15000000000.0,15000000000.0,,
Công ty CP Đầu tư Việt Nam,Ngắn hạn > Công ty CP Đầu tư Việt Nam,Công ty CP Đầu tư Việt Nam,24.500.000.000,24.500.000.000,-,-,24500000000.0,24500000000.0,,
Công ty TNHH Nội Thất Nem,Ngắn hạn > Công ty TNHH Nội Thất Nem,Công ty TNHH Nội Thất Nem,36.894.271.774,36.894.271.774,7.301.272.311,7.301.272.311,36894271774.0,36894271774.0,7301272311.0,7301272311.0
Công ty CP Tập đoàn xây dựng Hòa Bình,Ngắn hạn > Công ty CP Tập đoàn xây dựng Hòa Bình,Công ty CP Tập đoàn xây dựng Hòa Bình,47.396.583.460,47.396.583.460,69.982.681.125,69.982.681.125,47396583460.0,47396583460.0,69982681125.0,69982681125.0
Công ty TNHH Xây dựng Mai Quang,Ngắn hạn > Công ty TNHH Xây dựng Mai Quang,Công ty TNHH Xây dựng Mai Quang,49.871.302.378,49.871.302.378,712.792.492,712.792.492,49871302378.0,49871302378.0,712792492.0,712792492.0
Các đối tượng khác,Ngắn hạn > Các đối tượng khác,Các đối tượng khác,293.890.879.876,293.890.879.876,323.996.573.551,323.996.573.551,293890879876.0,293890879876.0,323996573551.0,323996573551.0
Cộng,Ngắn hạn > Cộng,Cộng,511.126.816.281,511.126.816.281,467.414.636.090,467.414.636.090,511126816281.0,511126816281.0,467414636090.0,467414636090.0
