row_label_raw,row_label_full,col_0,01/01/2019,Phát sinh tăng,Phát sinh giảm,Đơn vị tính: VND31/12/2019,numeric__01/01/2019,numeric__Phát sinh tăng,numeric__Phát sinh giảm,numeric__Đơn vị tính: VND31/12/2019
Quỹ đầu tư phát triển,Quỹ đầu tư phát triển,Quỹ đầu tư phát triển,120.119.472.243,32.977.217.583,3.156.542.739,149.940.147.087,120119472243.0,32977217583.0,3156542739.0,149940147087.0
Cộng,Cộng,Cộng,120.119.472.243,32.977.217.583,3.156.542.739,149.940.147.087,120119472243.0,32977217583.0,3156542739.0,149940147087.0
