row_label_raw,row_label_full,col_0,Số trước điều chỉnhVND,Điều chỉnhVND,Số sau điều chỉnhVND,numeric__Số trước điều chỉnhVND,numeric__Điều chỉnhVND,numeric__Số sau điều chỉnhVND
Lợi nhuận kế toán sau thuế TNDN,Lợi nhuận kế toán sau thuế TNDN,Lợi nhuận kế toán sau thuế TNDN,223.231.507.253,-,223.231.507.253,223231507253.0,,223231507253.0
Các khoản điều chỉnh tăng hoặc giảm lợi nhuận kế toán để xác định lợi nhuận hoặc lỗ phân bổ cho cổ đông sở hữu cổ phiếu phổ thông:,Các khoản điều chỉnh tăng hoặc giảm lợi nhuận kế toán để xác định lợi nhuận hoặc lỗ phân bổ cho cổ đông sở hữu cổ phiếu phổ thông:,Các khoản điều chỉnh tăng hoặc giảm lợi nhuận kế toán để xác định lợi nhuận hoặc lỗ phân bổ cho cổ đông sở hữu cổ phiếu phổ thông:,(11.161.575.363),(11.161.575.362),(22.323.150.725),-11161575363.0,-11161575362.0,-22323150725.0
Các khoản điều chỉnh giảm,Các khoản điều chỉnh giảm,Các khoản điều chỉnh giảm,(11.161.575.363),(11.161.575.362),(22.323.150.725),-11161575363.0,-11161575362.0,-22323150725.0
- Trích quỹ khen thưởng phúc lợi,- Trích quỹ khen thưởng phúc lợi,- Trích quỹ khen thưởng phúc lợi,(6.696.945.218),(6.696.945.217),(13.393.890.435),-6696945218.0,-6696945217.0,-13393890435.0
- Trích quỹ khen thưởng Ban điều hành,- Trích quỹ khen thưởng Ban điều hành,- Trích quỹ khen thưởng Ban điều hành,(4.464.630.145),(4.464.630.145),(8.929.260.290),-4464630145.0,-4464630145.0,-8929260290.0
Lợi nhuận hoặc lỗ phân bổ cho cổ đông sở hữu cổ phiếu phổ thông,Lợi nhuận hoặc lỗ phân bổ cho cổ đông sở hữu cổ phiếu phổ thông,Lợi nhuận hoặc lỗ phân bổ cho cổ đông sở hữu cổ phiếu phổ thông,212.069.931.890,(11.161.575.362),200.908.356.528,212069931890.0,-11161575362.0,200908356528.0
Cổ phiếu phổ thông đang lưu hành bình quân trong kỳ,Cổ phiếu phổ thông đang lưu hành bình quân trong kỳ,Cổ phiếu phổ thông đang lưu hành bình quân trong kỳ,154.403.991,-,154.403.991,154403991.0,,154403991.0
Lãi cơ bản trên cổ phiếu,Lãi cơ bản trên cổ phiếu,Lãi cơ bản trên cổ phiếu,"1.373,47",,"1.301,19",1373.47,,1301.19
