row_label_raw,row_label_full,BẢN THUYẾT MINH BÁO CÁO TÀI CHÍNH HỢP NHẤT (tiếp theo)(Các thuyết minh này là một bộ phận hợp thành và cần được đọc đồng thời với Báo cáo tài chính hợp nhất kèm theo),BẢN THUYẾT MINH BÁO CÁO TÀI CHÍNH HỢP NHẤT (tiếp theo)(Các thuyết minh này là một bộ phận hợp thành và cần được đọc đồng thời với Báo cáo tài chính hợp nhất kèm theo)_1,BẢN THUYẾT MINH BÁO CÁO TÀI CHÍNH HỢP NHẤT (tiếp theo)(Các thuyết minh này là một bộ phận hợp thành và cần được đọc đồng thời với Báo cáo tài chính hợp nhất kèm theo)_2,BẢN THUYẾT MINH BÁO CÁO TÀI CHÍNH HỢP NHẤT (tiếp theo)(Các thuyết minh này là một bộ phận hợp thành và cần được đọc đồng thời với Báo cáo tài chính hợp nhất kèm theo)_3,BẢN THUYẾT MINH BÁO CÁO TÀI CHÍNH HỢP NHẤT (tiếp theo)(Các thuyết minh này là một bộ phận hợp thành và cần được đọc đồng thời với Báo cáo tài chính hợp nhất kèm theo)_4,BẢN THUYẾT MINH BÁO CÁO TÀI CHÍNH HỢP NHẤT (tiếp theo)(Các thuyết minh này là một bộ phận hợp thành và cần được đọc đồng thời với Báo cáo tài chính hợp nhất kèm theo)_5,BẢN THUYẾT MINH BÁO CÁO TÀI CHÍNH HỢP NHẤT (tiếp theo)(Các thuyết minh này là một bộ phận hợp thành và cần được đọc đồng thời với Báo cáo tài chính hợp nhất kèm theo)_6,numeric__BẢN THUYẾT MINH BÁO CÁO TÀI CHÍNH HỢP NHẤT (tiếp theo)(Các thuyết minh này là một bộ phận hợp thành và cần được đọc đồng thời với Báo cáo tài chính hợp nhất kèm theo)_1,numeric__BẢN THUYẾT MINH BÁO CÁO TÀI CHÍNH HỢP NHẤT (tiếp theo)(Các thuyết minh này là một bộ phận hợp thành và cần được đọc đồng thời với Báo cáo tài chính hợp nhất kèm theo)_2,numeric__BẢN THUYẾT MINH BÁO CÁO TÀI CHÍNH HỢP NHẤT (tiếp theo)(Các thuyết minh này là một bộ phận hợp thành và cần được đọc đồng thời với Báo cáo tài chính hợp nhất kèm theo)_3,numeric__BẢN THUYẾT MINH BÁO CÁO TÀI CHÍNH HỢP NHẤT (tiếp theo)(Các thuyết minh này là một bộ phận hợp thành và cần được đọc đồng thời với Báo cáo tài chính hợp nhất kèm theo)_4,numeric__BẢN THUYẾT MINH BÁO CÁO TÀI CHÍNH HỢP NHẤT (tiếp theo)(Các thuyết minh này là một bộ phận hợp thành và cần được đọc đồng thời với Báo cáo tài chính hợp nhất kèm theo)_5,numeric__BẢN THUYẾT MINH BÁO CÁO TÀI CHÍNH HỢP NHẤT (tiếp theo)(Các thuyết minh này là một bộ phận hợp thành và cần được đọc đồng thời với Báo cáo tài chính hợp nhất kèm theo)_6
Nợ thuê tài chính dài hạn,Nợ thuê tài chính dài hạn,Nợ thuê tài chính dài hạn,2.138.583.346,2.138.583.346,-,2.332.999.992,4.471.583.338,4.471.583.338,2138583346.0,2138583346.0,,2332999992.0,4471583338.0,4471583338.0
Công ty cho thuê tài chính TNHH MTV quốc tế Chailease - CN Hà Nội (4),Công ty cho thuê tài chính TNHH MTV quốc tế Chailease - CN Hà Nội (4),Công ty cho thuê tài chính TNHH MTV quốc tế Chailease - CN Hà Nội (4),2.138.583.346,2.138.583.346,-,2.332.999.992,4.471.583.338,4.471.583.338,2138583346.0,2138583346.0,,2332999992.0,4471583338.0,4471583338.0
Cộng,Cộng,Cộng,2.339.756.375.022,2.339.756.375.022,4.591.677.264.499,3.950.089.667.521,1.698.168.778.044,1.698.168.778.044,2339756375022.0,2339756375022.0,4591677264499.0,3950089667521.0,1698168778044.0,1698168778044.0
c) Các khoản nợ thuê tài chính,c) Các khoản nợ thuê tài chính,c) Các khoản nợ thuê tài chính,,,,641.587.596.978,,,,,,641587596978.0,,
Thời hạn,Thời hạn,Thời hạn,Năm 2019,Năm 2019,Năm 2019,Năm 2018,Năm 2018,Năm 2018,,,,,,
Thời hạn,Thời hạn,Thời hạn,Tổng khoản thanh toán tiền thuê tài chính,Trả tiền lãi thuê,Trả nợ gốc,Tổng khoản thanh toán tiền thuê tài chính,Trả tiền lãi thuê,Trả nợ gốc,,,,,,
Từ 1 năm trở xuống,Từ 1 năm trở xuống,Từ 1 năm trở xuống,-,-,-,-,-,-,,,,,,
Trên 1 năm đến 5 năm,Từ 1 năm trở xuống > Trên 1 năm đến 5 năm,Trên 1 năm đến 5 năm,2.821.376.278,488.376.286,488.376.286,3.188.203.931,680.228.927,2.507.975.004,2821376278.0,488376286.0,488376286.0,3188203931.0,680228927.0,2507975004.0
Trên 5 năm,Trên 5 năm,Trên 5 năm,-,-,-,-,-,-,,,,,,
