row_label_raw,row_label_full,col_0,col_1,31/12/2019VND,01/01/2019VND,numeric__col_1,numeric__31/12/2019VND,numeric__01/01/2019VND
a),a),a),Ngắn hạn,19.239.830.405,17.874.528.355,,19239830405.0,17874528355.0
a),a),a),"Công cụ, dụng cụ đã xuất dùng chờ phân bổ",14.680.258.653,6.493.313.256,,14680258653.0,6493313256.0
a),a),a),Chi phí bảo hiểm chờ phân bổ,258.590.465,102.969.604,,258590465.0,102969604.0
a),a),a),Chi phí thuê văn phòng,442.757.734,570.075.451,,442757734.0,570075451.0
a),a),a),Chi phí dự án chờ phân bổ,787.500.000,10.547.026.889,,787500000.0,10547026889.0
a),a),a),Chi phí chờ phân bổ khác,3.070.723.553,161.143.155,,3070723553.0,161143155.0
b),b),b),Dài hạn,116.761.554.710,194.433.701.431,,116761554710.0,194433701431.0
b),b),b),"Công cụ, dụng cụ đã xuất dùng chờ phân bổ",61.476.566.961,28.292.196.969,,61476566961.0,28292196969.0
b),b),b),Chi phí trả trước thuê văn phòng,27.392.010.526,33.437.044.832,,27392010526.0,33437044832.0
b),b),b),Chi phí dự án chờ phân bổ,4.378.619.009,108.718.655.315,,4378619009.0,108718655315.0
b),b),b),Quyền sử dụng thương hiệu thứ cấp Best Western International (*),1.712.508.128,2.781.777.778,,1712508128.0,2781777778.0
