row_label_raw,row_label_full,4.,Doanh thu hoạt động tài chính,Năm 2019VND,Năm 2018VND,numeric__Doanh thu hoạt động tài chính,numeric__Năm 2019VND,numeric__Năm 2018VND
4.,4.,4.,"Lãi tiền gửi ngân hàng, tiền cho vay",70.266.204.881,75.042.500.470,,70266204881.0,75042500470.0
4.,4.,4.,Lãi chênh lệch tỷ giá đánh giá lại cuối năm,-,110.222.244,,,110222244.0
4.,4.,4.,Lãi chênh lệch tỷ giá phát sinh trong năm,567.282.214,1.772.413.802,,567282214.0,1772413802.0
4.,4.,4.,Doanh thu hoạt động tài chính khác,1.060.441.966,58.437.377,,1060441966.0,58437377.0
4.,4.,4.,Cộng,71.893.929.061,76.983.573.893,,71893929061.0,76983573893.0
5.,5.,5.,Chi phí tài chính,Năm 2019VND,Năm 2018VND,,,
5.,5. > 5.,5.,Chi phí lãi vay,147.075.524.450,117.857.666.994,,147075524450.0,117857666994.0
5.,5. > 5.,5.,Hoàn nhập dự phòng giảm giá các khoản đầu tư,(24.400.000),-,,-24400000.0,
5.,5. > 5.,5.,Chiết khấu thanh toán được hưởng,12.054.076.262,22.024.029.437,,12054076262.0,22024029437.0
5.,5. > 5.,5.,Lỗ chênh lệch tỷ giá phát sinh trong năm,129.793.805,165.265.145,,129793805.0,165265145.0
5.,5. > 5.,5.,Lỗ chênh lệch tỷ giá đánh giá lại cuối năm,1.540.440,47.912.629,,1540440.0,47912629.0
5.,5. > 5.,5.,Chi phí tài chính khác,198.249.137,94.999.846,,198249137.0,94999846.0
5.,5. > 5.,5.,Cộng,159.434.784.094,140.189.874.051,,159434784094.0,140189874051.0
6.,6.,6.,Thu nhập khác,Năm 2019VND,Năm 2018VND,,,
6.,6. > 6.,6.,"Thu nhập từ phương án hỗ trợ, đền bù giải phóng mặt bằng (i)",-,23.486.544.000,,,23486544000.0
6.,6. > 6.,6.,Tiền thu từ bồi thường vi phạm các hoạt động truyền thông,-,400.000.000,,,400000000.0
6.,6. > 6.,6.,Xử lý công nợ do không rõ đối tượng,-,4.438.016.516,,,4438016516.0
6.,6. > 6.,6.,Thu nhập từ cho thuê tài sản,-,60.834.829,,,60834829.0
6.,6. > 6.,6.,Thu nhập từ tiền phạt vi phạm hợp đồng,10.839.809.393,19.318.394.889,,10839809393.0,19318394889.0
6.,6. > 6.,6.,Hoàn nhập bảo hành công trình,-,622.203.850,,,622203850.0
6.,6. > 6.,6.,Thu nhập khác,373.775.569,612.986.372,,373775569.0,612986372.0
6.,6. > 6.,6.,Cộng,11.213.584.962,48.938.980.456,,11213584962.0,48938980456.0
7.,7.,7.,Chi phí khác,Năm 2019VND,Năm 2018VND,,,
7.,7. > 7.,7.,Chi phí chậm nộp thuế,11.568.795.918,29.231.675.580,,11568795918.0,29231675580.0
7.,7. > 7.,7.,Chi phí thanh lý tài sản cố định,-,55.278.433,,,55278433.0
7.,7. > 7.,7.,Xử lý công nợ do không rõ đối tượng,-,4.004.039.598,,,4004039598.0
7.,7. > 7.,7.,Ghi phí khấu hao của tài sản cho thuê,-,776.615.543,,,776615543.0
7.,7. > 7.,7.,Thuế GTGT doanh thu phân chia hạch toán do qua kì hoàn thuế,-,305.202.872,,,305202872.0
7.,7. > 7.,7.,Chi phí ứng hộ,-,588.000.000,,,588000000.0
7.,7. > 7.,7.,Giá trị còn lại của tài sản thanh lý,9.906.824.371,-,,9906824371.0,
7.,7. > 7.,7.,Truy thu thuế,1.178.656.851,-,,1178656851.0,
7.,7. > 7.,7.,Chi phí khác,1.375.283.835,675.566.678,,1375283835.0,675566678.0
7.,7. > 7.,7.,Cộng,24.029.560.975,35.636.378.704,,24029560975.0,35636378704.0
