row_label_raw,row_label_full,Hội đồng Quản trị,Bà Lê Thị Băng Tâm,Chủ tịch,numeric__Bà Lê Thị Băng Tâm,numeric__Chủ tịch
Hội đồng Quản trị,Hội đồng Quản trị,Hội đồng Quản trị,Bà Mai Kiều Liên,Thành viên,,
Hội đồng Quản trị,Hội đồng Quản trị,Hội đồng Quản trị,Ông Lee Meng Tat,Thành viên,,
Hội đồng Quản trị,Hội đồng Quản trị,Hội đồng Quản trị,Bà Đặng Thị Thu Hà,Thành viên,,
Hội đồng Quản trị,Hội đồng Quản trị,Hội đồng Quản trị,Ông Lê Thành Liêm,Thành viên,,
Hội đồng Quản trị,Hội đồng Quản trị,Hội đồng Quản trị,Ông Michael Chye Hin Fah,Thành viên,,
Hội đồng Quản trị,Hội đồng Quản trị,Hội đồng Quản trị,Ông Nguyễn Bá Dương,Thành viên,,
Hội đồng Quản trị,Hội đồng Quản trị,Hội đồng Quản trị,Ông Đỗ Lê Hùng,Thành viên,,
Hội đồng Quản trị,Hội đồng Quản trị,Hội đồng Quản trị,Ông Nguyễn Chí Thành,Thành viên (từ ngày 31 tháng 3 năm 2018),,
Hội đồng Quản trị,Hội đồng Quản trị,Hội đồng Quản trị,Ông Alain Xavier Cany,Thành viên (từ ngày 31 tháng 3 năm 2018),,
Hội đồng Quản trị,Hội đồng Quản trị,Hội đồng Quản trị,Ông Nguyễn Hồng Hiển,Thành viên (đến ngày 31 tháng 3 năm 2018),,
