row_label_raw,row_label_full,col_0,Chi phí đất VND,Công cụ và dụng cụ VND,Chi phí khác VND,Tổng cộng VND,numeric__Chi phí đất VND,numeric__Công cụ và dụng cụ VND,numeric__Chi phí khác VND,numeric__Tổng cộng VND
Số dư đầu năm,Số dư đầu năm,Số dư đầu năm,214.142.433.691,171.256.710.124,44.526.071.788,429.925.215.603,214142433691.0,171256710124.0,44526071788.0,429925215603.0
Tăng trong năm,Tăng trong năm,Tăng trong năm,256.036.800,36.327.207.113,11.671.556.190,48.254.800.103,256036800.0,36327207113.0,11671556190.0,48254800103.0
Chuyển từ xây dựng cơ bản dở dang,Chuyển từ xây dựng cơ bản dở dang,Chuyển từ xây dựng cơ bản dở dang,1.343.676.077,334.945.352,685.952.069,2.364.573.498,1343676077.0,334945352.0,685952069.0,2364573498.0
Phân bổ trong năm,Phân bổ trong năm,Phân bổ trong năm,(6.675.262.488),(84.968.426.924),(27.966.060.204),(119.609.749.616),-6675262488.0,-84968426924.0,-27966060204.0,-119609749616.0
Số dư cuối năm,Số dư cuối năm,Số dư cuối năm,209.066.884.080,122.950.435.665,28.917.519.843,360.934.839.588,209066884080.0,122950435665.0,28917519843.0,360934839588.0
