row_label_raw,row_label_full,4. Các khoản đầu tư,4. Các khoản đầu tư_1,4. Các khoản đầu tư_2,4. Các khoản đầu tư_3,4. Các khoản đầu tư_4,4. Các khoản đầu tư_5,4. Các khoản đầu tư_6,numeric__4. Các khoản đầu tư_1,numeric__4. Các khoản đầu tư_2,numeric__4. Các khoản đầu tư_3,numeric__4. Các khoản đầu tư_4,numeric__4. Các khoản đầu tư_5,numeric__4. Các khoản đầu tư_6
(a) Chứng khoán kinh doanh,(a) Chứng khoán kinh doanh,(a) Chứng khoán kinh doanh,(a) Chứng khoán kinh doanh,(a) Chứng khoán kinh doanh,(a) Chứng khoán kinh doanh,(a) Chứng khoán kinh doanh,(a) Chứng khoán kinh doanh,(a) Chứng khoán kinh doanh,,,,,,
,,,Giá trị ghi số VND,31/12/2018Giá trị hợp lý VND,Dự phòng giảm giá VND,Giá trị ghi số VND,1/1/2018Giá trị hợp lý VND,Dự phòng giảm giá VND,,,,,,
Đầu tư ngắn hạn vào cổ phiếu:▪ Ngân hàng Thương mại Cổ phần Bảo Việt (*)▪ Khác,(a) Chứng khoán kinh doanh > Đầu tư ngắn hạn vào cổ phiếu:▪ Ngân hàng Thương mại Cổ phần Bảo Việt (*)▪ Khác,Đầu tư ngắn hạn vào cổ phiếu:▪ Ngân hàng Thương mại Cổ phần Bảo Việt (*)▪ Khác,442.000.000.00023.488.016,442.000.000.00023.497.556,-,442.000.000.00023.488.016,442.000.000.00023.542.016,-,4.420000000002349e+19,4.4200000000023495e+19,,4.420000000002349e+19,4.420000000002354e+19,
,,,442.023.488.016,442.023.497.556,-,442.023.488.016,442.023.542.016,-,442023488016.0,442023497556.0,,442023488016.0,442023542016.0,
