row_label_raw,row_label_full,col_0,Đơn vị tiền tệ,1/1/2018 > Giá trị,1/1/2018 > Số có khả năng trả nợ,Biến động trong năm > Tăng,Biến động trong năm > Giảm,31/12/2018 > Giá trị,31/12/2018 > Số có khả năng trả nợ,numeric__Đơn vị tiền tệ,numeric__1/1/2018 > Giá trị,numeric__1/1/2018 > Số có khả năng trả nợ,numeric__Biến động trong năm > Tăng,numeric__Biến động trong năm > Giảm,numeric__31/12/2018 > Giá trị,numeric__31/12/2018 > Số có khả năng trả nợ
Vay ngắn hạn,Vay ngắn hạn,Vay ngắn hạn,Vay ngắn hạn,Vay ngắn hạn,Vay ngắn hạn,Vay ngắn hạn,Vay ngắn hạn,Vay ngắn hạn,Vay ngắn hạn,,,,,,,
"- Ngân hàng of Tokyo-Mitsubishi UFJ, Chi nhánh Thành phố Hồ Chí Minh (i)","Vay ngắn hạn > - Ngân hàng of Tokyo-Mitsubishi UFJ, Chi nhánh Thành phố Hồ Chí Minh (i)","- Ngân hàng of Tokyo-Mitsubishi UFJ, Chi nhánh Thành phố Hồ Chí Minh (i)",VND,-,-,1.300.000.000.000,(600.000.000.000),700.000.000.000,700.000.000.000,,,,1300000000000.0,-600000000000.0,700000000000.0,700000000000.0
"Ngân hàng Sumitomo Mitsui, Chi nhánh Thành phố Hồ Chí Minh (ii)","Vay ngắn hạn > Ngân hàng Sumitomo Mitsui, Chi nhánh Thành phố Hồ Chí Minh (ii)","Ngân hàng Sumitomo Mitsui, Chi nhánh Thành phố Hồ Chí Minh (ii)",VND,-,-,1.150.000.000.000,(1.150.000.000.000),-,-,,,,1150000000000.0,-1150000000000.0,,
- Ngân hàng Thương mại Cổ phần Ngoại Thương Việt Nam (iii),Vay ngắn hạn > - Ngân hàng Thương mại Cổ phần Ngoại Thương Việt Nam (iii),- Ngân hàng Thương mại Cổ phần Ngoại Thương Việt Nam (iii),USD,-,-,497.438.500.000,(497.438.500.000),-,-,,,,497438500000.0,-497438500000.0,,
Cộng,Vay ngắn hạn > Cộng,Cộng,,-,-,2.947.438.500.000,(2.247.438.500.000),700.000.000.000,700.000.000.000,,,,2947438500000.0,-2247438500000.0,700000000000.0,700000000000.0
