row_label_raw,row_label_full,col_0,Dự phòng trợ cấp thời việc,Dự phòng trợ cấp thời việc_1,numeric__Dự phòng trợ cấp thời việc,numeric__Dự phòng trợ cấp thời việc_1
,,,2018VND,2017VND,,
Số dư đầu năm,Số dư đầu năm,Số dư đầu năm,100.654.286.250,95.736.043.500,100654286250.0,95736043500.0
Hoàn nhập dự phòng trong năm,Hoàn nhập dự phòng trong năm,Hoàn nhập dự phòng trong năm,(95.155.903.798),-,-95155903798.0,
Sử dụng dự phòng trong năm,Sử dụng dự phòng trong năm,Sử dụng dự phòng trong năm,(2.552.258.198),(2.241.083.583),-2552258198.0,-2241083583.0
Tăng do sáp nhập công ty con,Tăng do sáp nhập công ty con,Tăng do sáp nhập công ty con,-,224.541.667,,224541667.0
Trích lập dự phòng trong năm,Trích lập dự phòng trong năm,Trích lập dự phòng trong năm,1.556.179.061,6.934.784.666,1556179061.0,6934784666.0
Số dư cuối năm,Số dư cuối năm,Số dư cuối năm,4.502.303.315,100.654.286.250,4502303315.0,100654286250.0
Dự phòng ngắn hạn,Dự phòng ngắn hạn,Dự phòng ngắn hạn,4.502.303.315,-,4502303315.0,
Dự phòng dài hạn,Dự phòng dài hạn,Dự phòng dài hạn,-,100.654.286.250,,100654286250.0
