row_label_raw,row_label_full,col_0,Trong nước(Khách hàng tại Việt Nam),Trong nước(Khách hàng tại Việt Nam)_1,Nước ngoài(Khách hàng ở các nước khác Việt Nam),Nước ngoài(Khách hàng ở các nước khác Việt Nam)_1,Tổng cộng,Tổng cộng_1,numeric__Trong nước(Khách hàng tại Việt Nam),numeric__Trong nước(Khách hàng tại Việt Nam)_1,numeric__Nước ngoài(Khách hàng ở các nước khác Việt Nam),numeric__Nước ngoài(Khách hàng ở các nước khác Việt Nam)_1,numeric__Tổng cộng,numeric__Tổng cộng_1
,,,2018VND,2017VND,2018VND,2017VND,2018VND,2017VND,,,,,,
Doanh thu thuần,Doanh thu thuần,Doanh thu thuần,42.383.251.043.057,43.051.260.948.315,4.509.958.990.817,4.407.518.671.189,46.893.210.033.874,47.458.779.619.504,42383251043057.0,43051260948315.0,4509958990817.0,4407518671189.0,46893210033874.0,47458779619504.0
Giá vốn hàng bán,Giá vốn hàng bán,Giá vốn hàng bán,(21.909.089.820.779),(22.727.244.630.910),(1.766.479.128.246),(1.516.853.486.110),(23.675.568.949.025),(24.244.098.117.020),-21909089820779.0,-22727244630910.0,-1766479128246.0,-1516853486110.0,-23675568949025.0,-24244098117020.0
Lợi nhuận theo bộ phận,Lợi nhuận theo bộ phận,Lợi nhuận theo bộ phận,20.474.161.222.278,20.324.016.317.405,2.743.479.862.571,2.890.665.185.079,23.217.641.084.849,23.214.681.502.484,20474161222278.0,20324016317405.0,2743479862571.0,2890665185079.0,23217641084849.0,23214681502484.0
