row_label_raw,row_label_full,col_0,Mã số,Thuyết minh,2018 VND,2017 VND,numeric__Mã số,numeric__Thuyết minh,numeric__2018 VND,numeric__2017 VND
Doanh thu bán hàng và cung cấp dịch vụ,Doanh thu bán hàng và cung cấp dịch vụ,Doanh thu bán hàng và cung cấp dịch vụ,01,VI.1,46.924.852.782.669,47.506.683.942.486,1.0,,46924852782669.0,47506683942486.0
Các khoản giảm trừ doanh thu,Các khoản giảm trừ doanh thu,Các khoản giảm trừ doanh thu,02,VI.1,31.642.748.795,47.904.322.982,2.0,,31642748795.0,47904322982.0
Doanh thu thuần về bán hàng và cung cấp dịch vụ (10 = 01 - 02),Doanh thu thuần về bán hàng và cung cấp dịch vụ (10 = 01 - 02),Doanh thu thuần về bán hàng và cung cấp dịch vụ (10 = 01 - 02),10,VI.1,46.893.210.033.874,47.458.779.619.504,10.0,,46893210033874.0,47458779619504.0
Giá vốn hàng bán và dịch vụ cung cấp,Giá vốn hàng bán và dịch vụ cung cấp,Giá vốn hàng bán và dịch vụ cung cấp,11,VI.2,23.675.568.949.025,24.244.098.117.020,11.0,,23675568949025.0,24244098117020.0
Lợi nhuận gộp về bán hàng và cung cấp dịch vụ (20 = 10 - 11),Lợi nhuận gộp về bán hàng và cung cấp dịch vụ (20 = 10 - 11),Lợi nhuận gộp về bán hàng và cung cấp dịch vụ (20 = 10 - 11),20,,23.217.641.084.849,23.214.681.502.484,20.0,,23217641084849.0,23214681502484.0
Doanh thu hoạt động tài chính,Doanh thu hoạt động tài chính,Doanh thu hoạt động tài chính,21,VI.3,748.301.178.948,1.282.827.726.909,21.0,,748301178948.0,1282827726909.0
Chi phí tài chính,Chi phí tài chính,Chi phí tài chính,22,VI.4,72.236.242.417,25.579.936.980,22.0,,72236242417.0,25579936980.0
Trong đó: Chi phí lãi vay,Trong đó: Chi phí lãi vay,Trong đó: Chi phí lãi vay,23,,20.506.388.664,12.869.222.222,23.0,,20506388664.0,12869222222.0
Chi phí bán hàng,Chi phí bán hàng,Chi phí bán hàng,25,VI.7,11.705.280.893.448,11.018.891.006.864,25.0,,11705280893448.0,11018891006864.0
Chi phí quản lý doanh nghiệp,Chi phí quản lý doanh nghiệp,Chi phí quản lý doanh nghiệp,26,VI.8,746.894.438.209,983.689.268.088,26.0,,746894438209.0,983689268088.0
Lợi nhuận thuần từ hoạt động kinh doanh {30 = 20 + (21 - 22) - (25 + 26)},Lợi nhuận thuần từ hoạt động kinh doanh {30 = 20 + (21 - 22) - (25 + 26)},Lợi nhuận thuần từ hoạt động kinh doanh {30 = 20 + (21 - 22) - (25 + 26)},30,,11.441.530.689.723,12.469.349.017.461,30.0,,11441530689723.0,12469349017461.0
Thu nhập khác,Thu nhập khác,Thu nhập khác,31,VI.5,365.230.910.992,153.645.065.764,31.0,,365230910992.0,153645065764.0
Chi phí khác,Chi phí khác,Chi phí khác,32,VI.6,111.608.899.140,126.142.348.003,32.0,,111608899140.0,126142348003.0
Kết quả từ hoạt động khác (40 = 31 - 32),Kết quả từ hoạt động khác (40 = 31 - 32),Kết quả từ hoạt động khác (40 = 31 - 32),40,,253.622.011.852,27.502.717.761,40.0,,253622011852.0,27502717761.0
Lợi nhuận kế toán trước thuế (50 = 30 + 40),Lợi nhuận kế toán trước thuế (50 = 30 + 40),Lợi nhuận kế toán trước thuế (50 = 30 + 40),50,,11.695.152.701.575,12.496.851.735.222,50.0,,11695152701575.0,12496851735222.0
Chi phí thuế TNDN hiện hành,Chi phí thuế TNDN hiện hành,Chi phí thuế TNDN hiện hành,51,VI.10,1.883.006.377.719,1.947.433.818.896,51.0,,1883006377719.0,1947433818896.0
(Lợi ích)/chi phí thuế TNDN hoãn lại,(Lợi ích)/chi phí thuế TNDN hoãn lại,(Lợi ích)/chi phí thuế TNDN hoãn lại,52,VI.10,(1.963.502.192),4.256.043.872,52.0,,-1963502192.0,4256043872.0
Lợi nhuận sau thuế TNDN (60 = 50 - 51 - 52),Lợi nhuận sau thuế TNDN (60 = 50 - 51 - 52),Lợi nhuận sau thuế TNDN (60 = 50 - 51 - 52),60,,9.814.109.826.048,10.545.161.872.454,60.0,,9814109826048.0,10545161872454.0
