row_label_raw,row_label_full,col_0,2018VND,2017VND,numeric__2018VND,numeric__2017VND
Chi phí nhân viên,Chi phí nhân viên,Chi phí nhân viên,253.401.807.167,469.936.596.459,253401807167.0,469936596459.0
Chi phí dịch vụ mua ngoài,Chi phí dịch vụ mua ngoài,Chi phí dịch vụ mua ngoài,208.316.159.047,217.140.330.470,208316159047.0,217140330470.0
Chi phí khấu hao,Chi phí khấu hao,Chi phí khấu hao,65.321.625.200,63.417.903.638,65321625200.0,63417903638.0
Công tác phí,Công tác phí,Công tác phí,46.159.290.847,49.118.220.880,46159290847.0,49118220880.0
Chi phí vận chuyển,Chi phí vận chuyển,Chi phí vận chuyển,38.420.172.356,35.408.633.387,38420172356.0,35408633387.0
Chi phí vật liệu quản lý,Chi phí vật liệu quản lý,Chi phí vật liệu quản lý,28.701.092.727,23.185.405.936,28701092727.0,23185405936.0
Chi phí nhập hàng,Chi phí nhập hàng,Chi phí nhập hàng,28.000.035.605,17.619.203.907,28000035605.0,17619203907.0
"Thuế, phí và lệ phí","Thuế, phí và lệ phí","Thuế, phí và lệ phí",11.751.085.020,12.667.892.823,11751085020.0,12667892823.0
Chi phí đồ dùng văn phòng,Chi phí đồ dùng văn phòng,Chi phí đồ dùng văn phòng,7.758.050.054,7.235.907.560,7758050054.0,7235907560.0
Chi phí dự phòng phải thu khó đòi và dự phòng trợ cấp thời việc,Chi phí dự phòng phải thu khó đòi và dự phòng trợ cấp thời việc,Chi phí dự phòng phải thu khó đòi và dự phòng trợ cấp thời việc,1.616.094.891,10.619.669.531,1616094891.0,10619669531.0
Chi phí dịch vụ ngân hàng,Chi phí dịch vụ ngân hàng,Chi phí dịch vụ ngân hàng,5.197.455.196,4.294.476.498,5197455196.0,4294476498.0
Chi phí khác,Chi phí khác,Chi phí khác,52.251.570.099,73.045.026.999,52251570099.0,73045026999.0
,,,746.894.438.209,983.689.268.088,746894438209.0,983689268088.0
