row_label_raw,row_label_full,col_0,Vốn cổ phần VND,Thặng dư vốn cổ phần VND,Quỹ đầu tư phát triển VND,Lợi nhuận sau thuế chưa phân phối VND,Tổng cộng VND,numeric__Vốn cổ phần VND,numeric__Thặng dư vốn cổ phần VND,numeric__Quỹ đầu tư phát triển VND,numeric__Lợi nhuận sau thuế chưa phân phối VND,numeric__Tổng cộng VND
Số dư tại ngày 1 tháng 1 năm 2023,Số dư tại ngày 1 tháng 1 năm 2023,Số dư tại ngày 1 tháng 1 năm 2023,58.147.857.000.000,3.211.560.416.270,803.140.822.060,6.162.848.673.052,68.325.406.911.382,58147857000000.0,3211560416270.0,803140822060.0,6162848673052.0,68325406911382.0
Lợi nhuận thuần trong năm,Lợi nhuận thuần trong năm,Lợi nhuận thuần trong năm,-,-,-,2.487.832.215.801,2.487.832.215.801,,,,2487832215801.0,2487832215801.0
Sử dụng trong năm,Sử dụng trong năm,Sử dụng trong năm,-,-,(12.143.949.395),-,(12.143.949.395),,,-12143949395.0,,-12143949395.0
Số dư tại ngày 1 tháng 1 năm 2024,Số dư tại ngày 1 tháng 1 năm 2024,Số dư tại ngày 1 tháng 1 năm 2024,58.147.857.000.000,3.211.560.416.270,790.996.872.665,8.650.680.888.853,70.801.095.177.788,58147857000000.0,3211560416270.0,790996872665.0,8650680888853.0,70801095177788.0
Lợi nhuận thuần trong năm,Lợi nhuận thuần trong năm,Lợi nhuận thuần trong năm,-,-,-,10.247.400.472.100,10.247.400.472.100,,,,10247400472100.0,10247400472100.0
Trả cổ tức bằng cổ phiếu (Thuyết minh 19),Trả cổ tức bằng cổ phiếu (Thuyết minh 19),Trả cổ tức bằng cổ phiếu (Thuyết minh 19),5.814.645.000.000,(3.211.560.416.270),-,(2.603.084.583.730),-,5814645000000.0,-3211560416270.0,,-2603084583730.0,
"Phân bổ vào quỹ khen thưởng, phúc lợi","Phân bổ vào quỹ khen thưởng, phúc lợi","Phân bổ vào quỹ khen thưởng, phúc lợi",-,-,-,(265.750.000.000),(265.750.000.000),,,,-265750000000.0,-265750000000.0
Sử dụng trong năm,Sử dụng trong năm,Sử dụng trong năm,-,-,(2.559.071.836),-,(2.559.071.836),,,-2559071836.0,,-2559071836.0
Số dư tại ngày 31 tháng 12 năm 2024,Số dư tại ngày 31 tháng 12 năm 2024,Số dư tại ngày 31 tháng 12 năm 2024,63.962.502.000.000,-,788.437.800.829,16.029.246.777.223,80.780.186.578.052,63962502000000.0,,788437800829.0,16029246777223.0,80780186578052.0
