row_label_raw,row_label_full,col_0,Năm nay,Đơn vị tính: VND > Năm trước,numeric__Năm nay,numeric__Đơn vị tính: VND > Năm trước
Tổng doanh thu,Tổng doanh thu,Tổng doanh thu,6.396.914.477.362,5.863.191.770.258,6396914477362.0,5863191770258.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,
Doanh thu bán hàng thành phẩm,Trong đó: > Doanh thu bán hàng thành phẩm,Doanh thu bán hàng thành phẩm,5.481.350.517.820,5.045.175.428.350,5481350517820.0,5045175428350.0
Doanh thu bán hàng hóa,Trong đó: > Doanh thu bán hàng hóa,Doanh thu bán hàng hóa,884.866.743.814,804.537.419.357,884866743814.0,804537419357.0
Doanh thu cung cấp dịch vụ,Trong đó: > Doanh thu cung cấp dịch vụ,Doanh thu cung cấp dịch vụ,30.697.215.728,13.478.922.551,30697215728.0,13478922551.0
Các khoản giảm trừ doanh thu,Trong đó: > Các khoản giảm trừ doanh thu,Các khoản giảm trừ doanh thu,(140.991.882.568),(71.799.240.970),-140991882568.0,-71799240970.0
Chiết khấu thương mại,Trong đó: > Chiết khấu thương mại,Chiết khấu thương mại,(131.748.103.895),(64.732.546.487),-131748103895.0,-64732546487.0
Giảm giá hàng bán,Trong đó: > Giảm giá hàng bán,Giảm giá hàng bán,(7.190.618),(138.854.545),-7190618.0,-138854545.0
Hàng bán bị trả lại,Trong đó: > Hàng bán bị trả lại,Hàng bán bị trả lại,(9.236.588.055),(6.927.839.938),-9236588055.0,-6927839938.0
Doanh thu thuần,Trong đó: > Doanh thu thuần,Doanh thu thuần,6.255.922.594.794,5.791.392.529.288,6255922594794.0,5791392529288.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,
Doanh thu bán hàng thành phẩm,Trong đó: > Doanh thu bán hàng thành phẩm,Doanh thu bán hàng thành phẩm,5.340.358.635.252,4.973.515.041.925,5340358635252.0,4973515041925.0
Doanh thu bán hàng hóa,Trong đó: > Doanh thu bán hàng hóa,Doanh thu bán hàng hóa,884.866.743.814,804.537.419.357,884866743814.0,804537419357.0
Doanh thu cung cấp dịch vụ xây lắp,Trong đó: > Doanh thu cung cấp dịch vụ xây lắp,Doanh thu cung cấp dịch vụ xây lắp,30.697.215.728,13.340.068.006,30697215728.0,13340068006.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,
Doanh thu đối với bên khác,Trong đó: > Doanh thu đối với bên khác,Doanh thu đối với bên khác,6.220.237.587.500,5.791.392.529.288,6220237587500.0,5791392529288.0
Doanh thu đối với bên liên quan(Thuyết minh số 32),Trong đó: > Doanh thu đối với bên liên quan(Thuyết minh số 32),Doanh thu đối với bên liên quan(Thuyết minh số 32),35.685.007.294,,35685007294.0,
