row_label_raw,row_label_full,col_0,Năm nay,Đơn vị tính:VND > Năm trước,numeric__Năm nay,numeric__Đơn vị tính:VND > Năm trước
Chi phí lãi vay,Chi phí lãi vay,Chi phí lãi vay,110.901.027.505,94.146.779.399,110901027505.0,94146779399.0
Lỗ chênh lệch tỷ giả,Lỗ chênh lệch tỷ giả,Lỗ chênh lệch tỷ giả,1.531.876.518,23.723.657.990,1531876518.0,23723657990.0
Phí mở thư tín dụng,Phí mở thư tín dụng,Phí mở thư tín dụng,363.018.697,5.164.416.037,363018697.0,5164416037.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,112.795.922.720,123.034.853.426,112795922720.0,123034853426.0
