row_label_raw,row_label_full,Mã số,NGUỒN VỐN,Thuyết minh,Số cuối năm,Số đầu năm (Trình bày lại),numeric__NGUỒN VỐN,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm (Trình bày lại)
300,300,300,C. NỘ PHẢI TRẢ,,3.190.129.918.957,2.668.763.190.851,,,3190129918957.0,2668763190851.0
310,310,310,I. Nợ ngắn hạn,,2.629.726.611.851,2.410.964.470.019,,,2629726611851.0,2410964470019.0
311,311,311,1. Phải trả người bán ngắn hạn,17,318.465.823.911,533.868.654.105,,17.0,318465823911.0,533868654105.0
312,312,312,2. Người mua trả tiền trước ngắn hạn,18,146.773.275.335,94.493.437.709,,18.0,146773275335.0,94493437709.0
313,313,313,3. Thuế và các khoản phải nộp Nhà nước,19,43.162.156.602,30.261.135.514,,19.0,43162156602.0,30261135514.0
314,314,314,4. Phải trả người lao động,,59.356.318.445,36.330.229.654,,,59356318445.0,36330229654.0
315,315,315,5. Chi phí phải trả ngắn hạn,20,44.992.869.107,28.732.111.856,,20.0,44992869107.0,28732111856.0
319,319,319,6. Phải trả ngắn hạn khác,21,243.673.194.072,158.578.359.433,,21.0,243673194072.0,158578359433.0
320,320,320,7. Vay và nợ thuê tài chính ngắn hạn,22,1.758.904.536.941,1.509.505.245.347,,22.0,1758904536941.0,1509505245347.0
322,322,322,"8. Quỹ khen thưởng, phúc lợi",23,14.398.437.438,19.195.296.401,,23.0,14398437438.0,19195296401.0
330,330,330,II. Nợ dài hạn,,560.403.307.106,257.798.720.832,,,560403307106.0,257798720832.0
337,337,337,1. Phải trả dài hạn khác,21,5.245.555.800,8.842.868.300,,21.0,5245555800.0,8842868300.0
338,338,338,2. Vay và nợ thuê tài chính dài hạn,22,555.157.751.306,248.955.852.532,,22.0,555157751306.0,248955852532.0
400,400,400,D. VỐN CHỦ SỞ HỮU,,2.339.141.904.502,1.946.447.536.231,,,2339141904502.0,1946447536231.0
410,410,410,I. Vốn chủ sở hữu,24,2.339.141.904.502,1.946.447.536.231,,24.0,2339141904502.0,1946447536231.0
411,411,411,1. Vốn cổ phần,24.1,752.899.590.000,627.419.230.000,,241.0,752899590000.0,627419230000.0
411a,411a,411a,- Cổ phiếu phổ thông có quyền biểu quyết,,752.899.590.000,627.419.230.000,,,752899590000.0,627419230000.0
412,412,412,2. Thắng dư vốn cổ phần,24.1,418.432.992.221,418.432.992.221,,241.0,418432992221.0,418432992221.0
418,418,418,3. Quỹ đầu tư phát triển,24.1,753.114.963.010,679.130.704.305,,241.0,753114963010.0,679130704305.0
421,421,421,4. Lợi nhuận sau thuế chưa phân phối,24.1,414.694.359.271,221.464.609.705,,241.0,414694359271.0,221464609705.0
421a,421a,421a,- Lợi nhuận sau thuế chưa phân phối năm nay,,414.694.359.271,221.464.609.705,,,414694359271.0,221464609705.0
440,440,440,TỔNG CỘNG NGUỒN VỐN,,5.529.271.823.459,4.615.210.727.082,,,5529271823459.0,4615210727082.0
