row_label_raw,row_label_full,Mã số,CHỈ TIÊU,Thuyết minh,Năm nay,Năm trước (Trình bày lại),numeric__CHỈ TIÊU,numeric__Thuyết minh,numeric__Năm nay,numeric__Năm trước (Trình bày lại)
01,01,01,1. Doanh thu bán hàng và cung cấp dịch vụ,25.1,6.396.914.477.362,5.863.191.770.258,,251.0,6396914477362.0,5863191770258.0
02,02,02,2. Các khoản giảm trừ doanh thu,25.1,(140.991.882.568),(71.799.240.970),,251.0,-140991882568.0,-71799240970.0
10,10,10,3. Doanh thu thuần về bán hàng và cung cấp dịch vụ,25.1,6.255.922.594.794,5.791.392.529.288,,251.0,6255922594794.0,5791392529288.0
11,11,11,4. Giá vốn hàng bán và dịch vụ cung cấp,26,(5.440.988.453.186),(5.090.939.741.579),,26.0,-5440988453186.0,-5090939741579.0
20,20,20,5. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ,,814.934.141.608,700.452.787.709,,,814934141608.0,700452787709.0
21,21,21,6. Doanh thu hoạt động tài chính,25.2,44.142.951.647,17.386.001.398,,252.0,44142951647.0,17386001398.0
22,22,22,7. Chi phí tài chính Trong đó: Chi phí lãi vay,28,(112.795.922.720) (110.901.027.505),(123.034.853.426) (94.146.779.399),,28.0,,
23,23,23,7. Chi phí tài chính Trong đó: Chi phí lãi vay,28,(112.795.922.720) (110.901.027.505),(123.034.853.426) (94.146.779.399),,28.0,,
25,25,25,8. Chi phí bán hàng,27,(182.509.153.700),(148.137.106.928),,27.0,-182509153700.0,-148137106928.0
26,26,26,9. Chi phí quản lý doanh nghiệp,27,(191.919.370.188),(164.055.888.832),,27.0,-191919370188.0,-164055888832.0
30,30,30,10. Lợi nhuận thuần từ hoạt động kinh doanh,,371.852.646.647,282.610.939.921,,,371852646647.0,282610939921.0
31,31,31,11. Thu nhập khác,29,151.299.350.329,3.039.636.862,,29.0,151299350329.0,3039636862.0
32,32,32,12. Chi phí khác,29,(400.905.985),(2.033.366.403),,29.0,-400905985.0,-2033366403.0
40,40,40,13. Lợi nhuận khác,29,150.898.444.344,1.006.270.459,,29.0,150898444344.0,1006270459.0
50,50,50,14. Tổng lợi nhuận kế toán trước thuế,,522.751.090.991,283.617.210.380,,,522751090991.0,283617210380.0
51,51,51,15. Chi phí thuế TNDN hiện hành,31.1,(71.532.464.645),(30.781.639.175),,311.0,-71532464645.0,-30781639175.0
60,60,60,16. Lợi nhuận sau thuế TNDN,,451.218.626.346,252.835.571.205,,,451218626346.0,252835571205.0
61,61,61,17. Lợi nhuận sau thuế của công ty mẹ,,451.218.626.346,252.835.571.205,,,451218626346.0,252835571205.0
70,70,70,18. Lãi cơ bản trên cổ phiếu,33,5.993,3.066,,33.0,5993.0,3066.0
71,71,71,19. Lãi suy giảm trên cổ phiếu,33,5.993,3.066,,33.0,5993.0,3066.0
