row_label_raw,row_label_full,Mã số,CHỈ TIÊU,Thuyết minh,Năm nay,Năm trước,numeric__CHỈ TIÊU,numeric__Thuyết minh,numeric__Năm nay,numeric__Năm trước
,,,I. LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,,,,,,,
01,01,01,Lợi nhuận trước thuếĐiều chỉnh cho các khoản:Khẩu hao tài sản cố định (bao gồm phân bổ lợi thể thương mại)Lỗ/(lãi) chênh lệch tỷ giá hối đoái do đánh giá lại các khoản mục tiền tệ có gốc ngoại tệLãi từ hoạt động đầu tưChi phí lãi vay,28,522.751.090.991,283.617.210.380,,28.0,522751090991.0,283617210380.0
02,02,02,Lợi nhuận trước thuếĐiều chỉnh cho các khoản:Khẩu hao tài sản cố định (bao gồm phân bổ lợi thể thương mại)Lỗ/(lãi) chênh lệch tỷ giá hối đoái do đánh giá lại các khoản mục tiền tệ có gốc ngoại tệLãi từ hoạt động đầu tưChi phí lãi vay,28,194.703.168.742,170.939.603.794,,28.0,194703168742.0,170939603794.0
04,04,04,Lợi nhuận trước thuếĐiều chỉnh cho các khoản:Khẩu hao tài sản cố định (bao gồm phân bổ lợi thể thương mại)Lỗ/(lãi) chênh lệch tỷ giá hối đoái do đánh giá lại các khoản mục tiền tệ có gốc ngoại tệLãi từ hoạt động đầu tưChi phí lãi vay,28,5.617.946(191.960.719.414),(902.800)(16.051.321.449),,28.0,,
05,05,05,Lợi nhuận trước thuếĐiều chỉnh cho các khoản:Khẩu hao tài sản cố định (bao gồm phân bổ lợi thể thương mại)Lỗ/(lãi) chênh lệch tỷ giá hối đoái do đánh giá lại các khoản mục tiền tệ có gốc ngoại tệLãi từ hoạt động đầu tưChi phí lãi vay,28,110.901.027.505,94.146.779.399,,28.0,110901027505.0,94146779399.0
06,06,06,Lợi nhuận trước thuếĐiều chỉnh cho các khoản:Khẩu hao tài sản cố định (bao gồm phân bổ lợi thể thương mại)Lỗ/(lãi) chênh lệch tỷ giá hối đoái do đánh giá lại các khoản mục tiền tệ có gốc ngoại tệLãi từ hoạt động đầu tưChi phí lãi vay,28,,,,28.0,,
08,08,08,Lợi nhuận từ hoạt động kinh doanh trước thay đổi vốn lưu độngGiảm các khoản phải thuTăng hàng tồn khoGiảm các khoản phải trả(Tăng)/giảm chi phí trả trướcTiền lãi vay đã trảThuế thu nhập doanh nghiệp đã nộpTiền thu khác từ hoạt động kinh doanhTiền chi khác cho hoạt động kinh doanh,19,636.400.185.77046.766.079.929(178.770.362.950)(99.780.729.683)(4.175.188.588)(123.742.339.707),532.651.369.32416.357.121.408(100.007.026.533)(66.665.388.926)2.496.620.732(95.806.088.875),,19.0,,
09,09,09,Lợi nhuận từ hoạt động kinh doanh trước thay đổi vốn lưu độngGiảm các khoản phải thuTăng hàng tồn khoGiảm các khoản phải trả(Tăng)/giảm chi phí trả trướcTiền lãi vay đã trảThuế thu nhập doanh nghiệp đã nộpTiền thu khác từ hoạt động kinh doanhTiền chi khác cho hoạt động kinh doanh,19,(59.171.835.662),(38.735.237.282),,19.0,-59171835662.0,-38735237282.0
10,10,10,Lợi nhuận từ hoạt động kinh doanh trước thay đổi vốn lưu độngGiảm các khoản phải thuTăng hàng tồn khoGiảm các khoản phải trả(Tăng)/giảm chi phí trả trướcTiền lãi vay đã trảThuế thu nhập doanh nghiệp đã nộpTiền thu khác từ hoạt động kinh doanhTiền chi khác cho hoạt động kinh doanh,19,68.863.000.000,-,,19.0,68863000000.0,
11,11,11,Lợi nhuận từ hoạt động kinh doanh trước thay đổi vốn lưu độngGiảm các khoản phải thuTăng hàng tồn khoGiảm các khoản phải trả(Tăng)/giảm chi phí trả trướcTiền lãi vay đã trảThuế thu nhập doanh nghiệp đã nộpTiền thu khác từ hoạt động kinh doanhTiền chi khác cho hoạt động kinh doanh,19,(26.796.849.963),(22.843.550.982),,19.0,-26796849963.0,-22843550982.0
12,12,12,Lợi nhuận từ hoạt động kinh doanh trước thay đổi vốn lưu độngGiảm các khoản phải thuTăng hàng tồn khoGiảm các khoản phải trả(Tăng)/giảm chi phí trả trướcTiền lãi vay đã trảThuế thu nhập doanh nghiệp đã nộpTiền thu khác từ hoạt động kinh doanhTiền chi khác cho hoạt động kinh doanh,19,,,,19.0,,
14,14,14,Lợi nhuận từ hoạt động kinh doanh trước thay đổi vốn lưu độngGiảm các khoản phải thuTăng hàng tồn khoGiảm các khoản phải trả(Tăng)/giảm chi phí trả trướcTiền lãi vay đã trảThuế thu nhập doanh nghiệp đã nộpTiền thu khác từ hoạt động kinh doanhTiền chi khác cho hoạt động kinh doanh,19,,,,19.0,,
15,15,15,Lợi nhuận từ hoạt động kinh doanh trước thay đổi vốn lưu độngGiảm các khoản phải thuTăng hàng tồn khoGiảm các khoản phải trả(Tăng)/giảm chi phí trả trướcTiền lãi vay đã trảThuế thu nhập doanh nghiệp đã nộpTiền thu khác từ hoạt động kinh doanhTiền chi khác cho hoạt động kinh doanh,19,,,,19.0,,
16,16,16,Lợi nhuận từ hoạt động kinh doanh trước thay đổi vốn lưu độngGiảm các khoản phải thuTăng hàng tồn khoGiảm các khoản phải trả(Tăng)/giảm chi phí trả trướcTiền lãi vay đã trảThuế thu nhập doanh nghiệp đã nộpTiền thu khác từ hoạt động kinh doanhTiền chi khác cho hoạt động kinh doanh,19,,,,19.0,,
17,17,17,Lợi nhuận từ hoạt động kinh doanh trước thay đổi vốn lưu độngGiảm các khoản phải thuTăng hàng tồn khoGiảm các khoản phải trả(Tăng)/giảm chi phí trả trướcTiền lãi vay đã trảThuế thu nhập doanh nghiệp đã nộpTiền thu khác từ hoạt động kinh doanhTiền chi khác cho hoạt động kinh doanh,19,,,,19.0,,
20,20,20,Lưu chuyển tiền thuần từ hoạt động kinh doanh,,259.591.959.146,227.447.818.866,,,259591959146.0,227447818866.0
,,,II. LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,,,,,,,
21,21,21,"Tiền chỉ để mua sắm, xây dựngTSCĐ và các tài sản dài hạn khácTiền thu do thanh lý, nhượng bánTSCĐ",,(934.721.339.414),(324.946.255.183),,,-934721339414.0,-324946255183.0
22,22,22,"Tiền chỉ để mua sắm, xây dựngTSCĐ và các tài sản dài hạn khácTiền thu do thanh lý, nhượng bánTSCĐ",,91.545.455,609.090.909,,,91545455.0,609090909.0
