row_label_raw,row_label_full,17.1. Tiền gửi của các TCTD khác,31/12/2019,31/12/2018,numeric__31/12/2019,numeric__31/12/2018
a. Tiền gửi không kỳ hạn,a. Tiền gửi không kỳ hạn,a. Tiền gửi không kỳ hạn,242.711,92.937,242711.0,92937.0
- Bằng VND,- Bằng VND,- Bằng VND,241.862,92.084,241862.0,92084.0
- Bằng ngoại tệ,- Bằng ngoại tệ,- Bằng ngoại tệ,849,853,849.0,853.0
b. Tiền gửi có kỳ hạn,b. Tiền gửi có kỳ hạn,b. Tiền gửi có kỳ hạn,2.723.214,1.859.446,2723214.0,1859446.0
- Bằng VND,- Bằng VND,- Bằng VND,1.004.000,461.000,1004000.0,461000.0
- Bằng và ngoại tệ,- Bằng và ngoại tệ,- Bằng và ngoại tệ,1.719.214,1.398.446,1719214.0,1398446.0
Cộng,Cộng,Cộng,2.965.925,1.952.383,2965925.0,1952383.0
