row_label_raw,row_label_full,Chỉ tiêu,31/12/2019,31/12/2018,numeric__31/12/2019,numeric__31/12/2018
Bảo lãnh vay vốn,Bảo lãnh vay vốn,Bảo lãnh vay vốn,-,-,,
Cam kết giao dịch ngoại hồi,Bảo lãnh vay vốn > Cam kết giao dịch ngoại hồi,Cam kết giao dịch ngoại hồi,926.800,-,926800.0,
Cam kết giao dịch hoàn đối,Bảo lãnh vay vốn > Cam kết giao dịch hoàn đối,Cam kết giao dịch hoàn đối,926.800,-,926800.0,
Cam kết trong nghiệp vụ L/C,Bảo lãnh vay vốn > Cam kết trong nghiệp vụ L/C,Cam kết trong nghiệp vụ L/C,91.729,90.904,91729.0,90904.0
Cam kết thanh toán trong nghiệp vụ L/C,Bảo lãnh vay vốn > Cam kết thanh toán trong nghiệp vụ L/C,Cam kết thanh toán trong nghiệp vụ L/C,91.729,90.904,91729.0,90904.0
Các cam kết khác,Bảo lãnh vay vốn > Các cam kết khác,Các cam kết khác,162.980,148.480,162980.0,148480.0
Bảo lãnh thanh toán,Bảo lãnh vay vốn > Bảo lãnh thanh toán,Bảo lãnh thanh toán,68.171,57.685,68171.0,57685.0
Bảo lãnh thực hiện hợp đồng,Bảo lãnh vay vốn > Bảo lãnh thực hiện hợp đồng,Bảo lãnh thực hiện hợp đồng,39.905,24.114,39905.0,24114.0
Bảo lãnh dự thầu,Bảo lãnh vay vốn > Bảo lãnh dự thầu,Bảo lãnh dự thầu,5.894,6.425,5894.0,6425.0
Cam kết bào lãnh khác,Bảo lãnh vay vốn > Cam kết bào lãnh khác,Cam kết bào lãnh khác,49.010,60.256,49010.0,60256.0
Tổng,Bảo lãnh vay vốn > Tổng,Tổng,1.181.509,239.384,1181509.0,239384.0
