row_label_raw,row_label_full,Cam kết mua TSCD có giá trị lớn trong tương lai > Cam kết bán TSCD có giá trị lớn trong tương lai > Giá trị còn lại của TSCD hữu hình tạm thời không được sử dụng vào sản xuất kinh doanh,31/12/2019 > -,31/12/2018 > -,numeric__31/12/2019 > -,numeric__31/12/2018 > -
Nguyên giá TSCD hữu hình đã khấu hao hết nhưng văn còn sử dụng,Nguyên giá TSCD hữu hình đã khấu hao hết nhưng văn còn sử dụng,Nguyên giá TSCD hữu hình đã khấu hao hết nhưng văn còn sử dụng,120.661,117.774,120661.0,117774.0
Giá trị còn lại của TSCD hữu hình đang chờ thanh lý,Giá trị còn lại của TSCD hữu hình đang chờ thanh lý,Giá trị còn lại của TSCD hữu hình đang chờ thanh lý,-,-,,
