row_label_raw,row_label_full,col_0,31/12/2019,31/12/2018,numeric__31/12/2019,numeric__31/12/2018
"Tiền, vàng gửi không kỳ hạn","Tiền, vàng gửi không kỳ hạn","Tiền, vàng gửi không kỳ hạn",1.737.201,1.601.305,1737201.0,1601305.0
- Bằng VND,- Bằng VND,- Bằng VND,1.512.670,1.401.046,1512670.0,1401046.0
- Bằng vàng và ngoại tệ,- Bằng vàng và ngoại tệ,- Bằng vàng và ngoại tệ,224.531,200.259,224531.0,200259.0
"Tiền, vàng gửi có kỳ hạn","Tiền, vàng gửi có kỳ hạn","Tiền, vàng gửi có kỳ hạn",13.912.147,13.055.837,13912147.0,13055837.0
- Bằng VND,- Bằng VND,- Bằng VND,13.753.703,12.826.587,13753703.0,12826587.0
- Bằng vàng và ngoại tệ,- Bằng vàng và ngoại tệ,- Bằng vàng và ngoại tệ,158.444,229.250,158444.0,229250.0
Tiền gửi vốn chuyên dùng,Tiền gửi vốn chuyên dùng,Tiền gửi vốn chuyên dùng,149,146,149.0,146.0
Tiền gửi ký quỹ,Tiền gửi ký quỹ,Tiền gửi ký quỹ,18.261,21.147,18261.0,21147.0
Tổng cộng,Tổng cộng,Tổng cộng,15.667.758,14.678.435,15667758.0,14678435.0
"- Thuyết minh theo đối tượng khách hàng, loại hình doanh nghiệp","- Thuyết minh theo đối tượng khách hàng, loại hình doanh nghiệp","- Thuyết minh theo đối tượng khách hàng, loại hình doanh nghiệp",31/12/2019,31/12/2018,,
Tiền gửi của TCKT,"- Thuyết minh theo đối tượng khách hàng, loại hình doanh nghiệp > Tiền gửi của TCKT",Tiền gửi của TCKT,2.448.979,2.471.314,2448979.0,2471314.0
Doanh nghiệp nhà nước,"- Thuyết minh theo đối tượng khách hàng, loại hình doanh nghiệp > Doanh nghiệp nhà nước",Doanh nghiệp nhà nước,410.778,302.593,410778.0,302593.0
Công ty TNHH,"- Thuyết minh theo đối tượng khách hàng, loại hình doanh nghiệp > Công ty TNHH",Công ty TNHH,1.390.291,1.405.571,1390291.0,1405571.0
Công ty Cố phần,"- Thuyết minh theo đối tượng khách hàng, loại hình doanh nghiệp > Công ty Cố phần",Công ty Cố phần,408.303,402.221,408303.0,402221.0
Doanh nghiệp tư nhân,"- Thuyết minh theo đối tượng khách hàng, loại hình doanh nghiệp > Doanh nghiệp tư nhân",Doanh nghiệp tư nhân,73.419,55.220,73419.0,55220.0
Doanh nghiệp có vốn đầu tư nước ngoài,"- Thuyết minh theo đối tượng khách hàng, loại hình doanh nghiệp > Doanh nghiệp có vốn đầu tư nước ngoài",Doanh nghiệp có vốn đầu tư nước ngoài,166.188,305.709,166188.0,305709.0
Tiền gửi của cá nhân,"- Thuyết minh theo đối tượng khách hàng, loại hình doanh nghiệp > Tiền gửi của cá nhân",Tiền gửi của cá nhân,10.731.092,10.120.488,10731092.0,10120488.0
Tiền gửi của các đối tượng khác,"- Thuyết minh theo đối tượng khách hàng, loại hình doanh nghiệp > Tiền gửi của các đối tượng khác",Tiền gửi của các đối tượng khác,2.487.687,2.086.633,2487687.0,2086633.0
Tổng cộng,"- Thuyết minh theo đối tượng khách hàng, loại hình doanh nghiệp > Tổng cộng",Tổng cộng,15.667.758,14.678.435,15667758.0,14678435.0
