row_label_raw,row_label_full,col_0,31/12/2017 > Mệnh giáTriệu VND,31/12/2017 > Giá trị ghi sốTriệu VND,31/12/2016 > Mệnh giáTriệu VND,31/12/2016 > Giá trị ghi sốTriệu VND,numeric__31/12/2017 > Mệnh giáTriệu VND,numeric__31/12/2017 > Giá trị ghi sốTriệu VND,numeric__31/12/2016 > Mệnh giáTriệu VND,numeric__31/12/2016 > Giá trị ghi sốTriệu VND
Bất động sản,Bất động sản,Bất động sản,,34.995.209,,28.069.996,,34995209.0,,28069996.0
Máy móc và thiết bị,Máy móc và thiết bị,Máy móc và thiết bị,,133.971,,82.251,,133971.0,,82251.0
Phương tiện vận tải,Phương tiện vận tải,Phương tiện vận tải,,893.811,,666.460,,893811.0,,666460.0
Cổ phiếu phát hành bởi tổ chức tín dụng khác,Cổ phiếu phát hành bởi tổ chức tín dụng khác,Cổ phiếu phát hành bởi tổ chức tín dụng khác,1.443.838,1.465.401,1.459.593,2.315.641,1443838.0,1465401.0,1459593.0,2315641.0
Cổ phiếu phát hành bởi tổ chức kinh tế khác,Cổ phiếu phát hành bởi tổ chức kinh tế khác,Cổ phiếu phát hành bởi tổ chức kinh tế khác,1.830.015,4.312.417,1.686.361,4.368.768,1830015.0,4312417.0,1686361.0,4368768.0
Số tiết kiệm,Số tiết kiệm,Số tiết kiệm,,2.823.671,,2.330.061,,2823671.0,,2330061.0
Hàng tồn kho,Hàng tồn kho,Hàng tồn kho,,20.975,,149.809,,20975.0,,149809.0
Khác,Khác,Khác,,224.560,,988.535,,224560.0,,988535.0
,,,,44.870.015,,38.971.521,,44870015.0,,38971521.0
