row_label_raw,row_label_full,col_0,31/12/2017Triệu VND,31/12/2016Triệu VND,numeric__31/12/2017Triệu VND,numeric__31/12/2016Triệu VND
"Hoạt động làm thuê các công việc trong các hộ gia đình, sản xuất sản phẩm vật chất và dịch vụ tự tiêu dùng của hộ gia đình","Hoạt động làm thuê các công việc trong các hộ gia đình, sản xuất sản phẩm vật chất và dịch vụ tự tiêu dùng của hộ gia đình","Hoạt động làm thuê các công việc trong các hộ gia đình, sản xuất sản phẩm vật chất và dịch vụ tự tiêu dùng của hộ gia đình",5.828.269,3.136.471,5828269.0,3136471.0
"Nông nghiệp, lâm nghiệp và thuỷ sản","Nông nghiệp, lâm nghiệp và thuỷ sản","Nông nghiệp, lâm nghiệp và thuỷ sản",5.319.804,4.278.163,5319804.0,4278163.0
Hoạt động dịch vụ khác,Hoạt động dịch vụ khác,Hoạt động dịch vụ khác,4.260.648,3.654.737,4260648.0,3654737.0
Hoạt động đầu tư,Hoạt động đầu tư,Hoạt động đầu tư,2.661.241,1.415.050,2661241.0,1415050.0
Hoạt động kinh doanh bất động sản,Hoạt động kinh doanh bất động sản,Hoạt động kinh doanh bất động sản,2.489.589,3.146.391,2489589.0,3146391.0
"Bản buôn và bán lẻ; sửa chữa ô tô, mô tô, xe máy và xe có động cơ","Bản buôn và bán lẻ; sửa chữa ô tô, mô tô, xe máy và xe có động cơ","Bản buôn và bán lẻ; sửa chữa ô tô, mô tô, xe máy và xe có động cơ",2.095.745,1.981.725,2095745.0,1981725.0
Xây dựng,Xây dựng,Xây dựng,996.083,975.973,996083.0,975973.0
Dịch vụ lưu trú và ăn uống,Dịch vụ lưu trú và ăn uống,Dịch vụ lưu trú và ăn uống,350.044,339.477,350044.0,339477.0
"Công nghiệp chế biến, chế tạo","Công nghiệp chế biến, chế tạo","Công nghiệp chế biến, chế tạo",298.329,326.798,298329.0,326798.0
Vận tải kho bãi,Vận tải kho bãi,Vận tải kho bãi,215.068,305.112,215068.0,305112.0
Y tế và hoạt động trợ giúp xã hội,Y tế và hoạt động trợ giúp xã hội,Y tế và hoạt động trợ giúp xã hội,145.703,120.060,145703.0,120060.0
"Sản xuất và phân phối điện, khí đốt, nước nóng, hơi nước và điều hoà không khí","Sản xuất và phân phối điện, khí đốt, nước nóng, hơi nước và điều hoà không khí","Sản xuất và phân phối điện, khí đốt, nước nóng, hơi nước và điều hoà không khí",9.309,6.379,9309.0,6379.0
"Nghệ thuật, vui chơi và giải trí","Nghệ thuật, vui chơi và giải trí","Nghệ thuật, vui chơi và giải trí",7.404,11.832,7404.0,11832.0
Giáo dục và đào tạo,Giáo dục và đào tạo,Giáo dục và đào tạo,2.971,38.735,2971.0,38735.0
Thông tin và truyền thông,Thông tin và truyền thông,Thông tin và truyền thông,2.457,1.907,2457.0,1907.0
"Cung cấp nước, hoạt động quản lý và xử lý rác thải, nước thải","Cung cấp nước, hoạt động quản lý và xử lý rác thải, nước thải","Cung cấp nước, hoạt động quản lý và xử lý rác thải, nước thải",1.575,774,1575.0,774.0
Khai khoáng,Khai khoáng,Khai khoáng,1.150,26.300,1150.0,26300.0
Hoạt động hành chính và dịch vụ hỗ trợ,Hoạt động hành chính và dịch vụ hỗ trợ,Hoạt động hành chính và dịch vụ hỗ trợ,114,555,114.0,555.0
,,,24.685.503,19.766.439,24685503.0,19766439.0
